BlockNumber	SequenceNumber	EventNumber	Time	isHit	target	pressed	sequence
7	103	1	1065	1	1	1	2
7	103	2	4863	1	2	2	2
7	103	3	5597	1	4	4	2
7	103	4	6531	1	1	1	2
7	103	5	7131	0	3	2	2
7	103	6	8530	1	4	4	2
7	103	7	9012	1	2	2	2
7	103	8	9512	1	3	3	2
6	104	1	1264	1	3	3	1
6	104	2	3798	1	4	4	1
6	104	3	4448	1	2	2	1
6	104	4	4997	1	1	1	1
6	104	5	5965	1	3	3	1
6	104	6	6531	1	2	2	1
6	104	7	7081	1	4	4	1
6	104	8	7532	1	1	1	1
7	105	1	963	1	2	2	2
7	105	2	3632	0	4	3	2
7	105	3	4630	1	1	1	2
7	105	4	5498	1	3	3	2
7	105	5	6329	1	4	4	2
7	105	6	7045	1	2	2	2
7	105	7	7561	1	3	3	2
7	105	8	8078	1	1	1	2
6	106	1	1216	1	3	3	1
6	106	2	3949	1	4	4	1
6	106	3	4666	1	2	2	1
6	106	4	5149	1	1	1	1
6	106	5	5799	1	3	3	1
6	106	6	6449	1	2	2	1
6	106	7	7197	1	4	4	1
6	106	8	7648	1	1	1	1
8	107	1	999	1	1	1	2
8	107	2	4549	1	2	2	2
8	107	3	5282	1	4	4	2
8	107	4	5947	1	1	1	2
8	107	5	6814	1	3	3	2
8	107	6	7580	1	4	4	2
8	107	7	8197	1	2	2	2
8	107	8	9480	1	3	3	2
7	108	1	1147	1	2	2	0
7	108	2	3680	1	3	3	0
7	108	3	4280	1	1	1	0
7	108	4	4763	1	4	4	0
7	108	5	5463	0	3	2	0
7	108	6	6479	1	1	1	0
7	108	7	7162	1	2	2	0
7	108	8	7762	1	4	4	0
8	109	1	851	1	2	2	0
8	109	2	3499	1	3	3	0
8	109	3	4034	1	1	1	0
8	109	4	4632	1	4	4	0
8	109	5	5316	0	3	2	0
8	109	6	6047	1	1	1	0
8	109	7	6514	1	2	2	0
8	109	8	7016	1	4	4	0
8	110	1	849	1	1	1	2
8	110	2	4130	1	3	3	2
8	110	3	4763	1	4	4	2
8	110	4	5279	1	2	2	2
8	110	5	5914	1	4	4	2
8	110	6	6413	1	1	1	2
8	110	7	6979	0	3	2	2
8	110	8	7563	1	2	2	2
6	111	1	1549	1	3	3	1
6	111	2	3997	1	4	4	1
6	111	3	4465	1	2	2	1
6	111	4	4965	1	1	1	1
6	111	5	5713	1	3	3	1
6	111	6	6130	1	2	2	1
6	111	7	6514	1	4	4	1
6	111	8	7013	1	1	1	1
8	112	1	1549	1	2	2	0
8	112	2	4017	1	3	3	0
8	112	3	4599	0	1	2	0
8	112	4	5964	1	4	4	0
8	112	5	6798	1	3	3	0
8	112	6	7515	1	1	1	0
8	112	7	8165	1	2	2	0
8	112	8	8581	1	4	4	0
8	113	1	965	1	4	4	2
8	113	2	3049	0	1	4	2
8	113	3	4415	1	3	3	2
8	113	4	4964	1	2	2	2
8	113	5	5631	1	4	4	2
8	113	6	6864	1	3	3	2
8	113	7	7463	1	1	1	2
8	113	8	8012	1	2	2	2
6	114	1	1066	1	3	3	1
6	114	2	3549	1	4	4	1
6	114	3	4050	1	2	2	1
6	114	4	4648	1	1	1	1
6	114	5	5264	1	3	3	1
6	114	6	5916	1	2	2	1
6	114	7	6548	1	4	4	1
6	114	8	7016	1	1	1	1
8	115	1	2013	1	2	2	0
8	115	2	4480	1	3	3	0
8	115	3	5063	1	1	1	0
8	115	4	5597	1	4	4	0
8	115	5	6313	1	3	3	0
8	115	6	6847	1	1	1	0
8	115	7	7595	0	2	3	0
8	115	8	8446	1	4	4	0
7	116	1	1264	1	3	3	1
7	116	2	3782	1	4	4	1
7	116	3	4363	1	2	2	1
7	116	4	4897	1	1	1	1
7	116	5	5763	1	3	3	1
7	116	6	6396	1	2	2	1
7	116	7	7063	1	4	4	1
7	116	8	7628	1	1	1	1
7	117	1	1549	1	3	3	1
7	117	2	4033	1	4	4	1
7	117	3	4732	1	2	2	1
7	117	4	5133	1	1	1	1
7	117	5	5933	1	3	3	1
7	117	6	6414	1	2	2	1
7	117	7	6849	1	4	4	1
7	117	8	7232	1	1	1	1
7	118	1	1315	1	3	3	1
7	118	2	3681	1	4	4	1
7	118	3	4248	1	2	2	1
7	118	4	4713	0	1	2	1
7	118	5	4730	0	3	1	1
7	118	6	5880	1	2	2	1
7	118	7	7446	1	4	4	1
7	118	8	7896	1	1	1	1
8	119	1	2263	1	2	2	2
8	119	2	4732	1	1	1	2
8	119	3	5397	1	4	4	2
8	119	4	5880	1	1	1	2
8	119	5	6814	1	3	3	2
8	119	6	7381	1	2	2	2
8	119	7	7929	1	4	4	2
8	119	8	8745	1	3	3	2
7	120	1	1234	1	3	3	1
7	120	2	3682	1	4	4	1
7	120	3	4217	1	2	2	1
7	120	4	4700	1	1	1	1
7	120	5	6100	1	3	3	1
7	120	6	6750	1	2	2	1
7	120	7	7266	1	4	4	1
7	120	8	7665	1	1	1	1
9	121	1	899	1	1	1	2
9	121	2	3497	1	2	2	2
9	121	3	4083	1	4	4	2
9	121	4	4581	1	1	1	2
9	121	5	5148	0	3	2	2
9	121	6	6032	1	4	4	2
9	121	7	6681	1	2	2	2
9	121	8	7496	1	3	3	2
8	122	1	216	0	2	4	0
8	122	2	2799	0	3	4	0
8	122	3	4566	0	1	4	0
8	122	4	5116	0	4	1	0
8	122	5	6666	1	3	3	0
8	122	6	7333	1	1	1	0
8	122	7	8381	1	2	2	0
8	122	8	8897	1	4	4	0
8	123	1	2748	1	3	3	1
8	123	2	5265	1	4	4	1
8	123	3	5799	1	2	2	1
8	123	4	6648	1	1	1	1
8	123	5	7298	0	3	4	1
8	123	6	8630	1	2	2	1
8	123	7	9664	1	4	4	1
8	123	8	10213	1	1	1	1
9	124	1	1132	1	2	2	2
9	124	2	3717	1	1	1	2
9	124	3	4432	1	4	4	2
9	124	4	5165	1	1	1	2
9	124	5	6448	1	3	3	2
9	124	6	7331	1	2	2	2
9	124	7	7948	1	4	4	2
9	124	8	8597	1	3	3	2
8	125	1	916	1	2	2	0
8	125	2	3415	1	3	3	0
8	125	3	3965	1	1	1	0
8	125	4	4598	1	4	4	0
8	125	5	5599	1	3	3	0
8	125	6	6482	1	1	1	0
8	125	7	7549	1	2	2	0
8	125	8	8281	1	4	4	0
8	126	1	815	1	2	2	0
8	126	2	3332	1	3	3	0
8	126	3	3865	1	1	1	0
8	126	4	4398	1	4	4	0
8	126	5	6149	1	3	3	0
8	126	6	6614	1	1	1	0
8	126	7	7198	1	2	2	0
8	126	8	7681	1	4	4	0
8	127	1	832	1	2	2	0
8	127	2	3347	1	3	3	0
8	127	3	3898	1	1	1	0
8	127	4	4414	1	4	4	0
8	127	5	5280	1	3	3	0
8	127	6	5963	1	1	1	0
8	127	7	6397	1	2	2	0
8	127	8	6913	1	4	4	0
8	128	1	782	1	2	2	0
8	128	2	4231	1	3	3	0
8	128	3	4831	1	1	1	0
8	128	4	5314	1	4	4	0
8	128	5	5916	1	3	3	0
8	128	6	6414	1	1	1	0
8	128	7	6781	0	2	3	0
8	128	8	7580	1	4	4	0
9	129	1	317	0	2	4	0
9	129	2	4266	1	3	3	0
9	129	3	4800	1	1	1	0
9	129	4	5298	1	4	4	0
9	129	5	5750	1	3	3	0
9	129	6	6232	1	1	1	0
9	129	7	6750	1	2	2	0
9	129	8	7165	1	4	4	0
9	130	1	999	1	2	2	0
9	130	2	3416	1	3	3	0
9	130	3	3847	1	1	1	0
9	130	4	4299	1	4	4	0
9	130	5	4815	1	3	3	0
9	130	6	5614	1	1	1	0
9	130	7	6030	1	2	2	0
9	130	8	6464	1	4	4	0
9	131	1	997	1	2	2	0
9	131	2	3781	1	3	3	0
9	131	3	4581	1	1	1	0
9	131	4	5032	1	4	4	0
9	131	5	5582	0	3	2	0
9	131	6	6531	1	1	1	0
9	131	7	7030	1	2	2	0
9	131	8	7497	1	4	4	0
8	132	1	1430	1	3	3	1
8	132	2	3898	1	4	4	1
8	132	3	4581	1	2	2	1
8	132	4	5046	1	1	1	1
8	132	5	5629	1	3	3	1
8	132	6	6664	1	2	2	1
8	132	7	7447	1	4	4	1
8	132	8	7814	1	1	1	1
9	133	1	898	1	2	2	0
9	133	2	3398	1	3	3	0
9	133	3	3963	1	1	1	0
9	133	4	4564	1	4	4	0
9	133	5	5080	1	3	3	0
9	133	6	5796	1	1	1	0
9	133	7	6247	1	2	2	0
9	133	8	6797	0	4	3	0
8	134	1	1364	1	3	3	1
8	134	2	4099	1	4	4	1
8	134	3	4681	1	2	2	1
8	134	4	5113	1	1	1	1
8	134	5	5981	1	3	3	1
8	134	6	6798	1	2	2	1
8	134	7	7397	1	4	4	1
8	134	8	8012	1	1	1	1
9	135	1	1400	1	2	2	0
9	135	2	3933	1	3	3	0
9	135	3	5031	1	1	1	0
9	135	4	5500	1	4	4	0
9	135	5	6332	1	3	3	0
9	135	6	6899	1	1	1	0
9	135	7	7399	1	2	2	0
9	135	8	7915	1	4	4	0
9	136	1	882	1	2	2	0
9	136	2	3332	1	3	3	0
9	136	3	3798	1	1	1	0
9	136	4	4264	1	4	4	0
9	136	5	5047	1	3	3	0
9	136	6	5581	1	1	1	0
9	136	7	6064	1	2	2	0
9	136	8	6514	1	4	4	0
8	137	1	1265	1	3	3	1
8	137	2	4347	1	4	4	1
8	137	3	4848	1	2	2	1
8	137	4	5349	1	1	1	1
8	137	5	6014	1	3	3	1
8	137	6	6464	1	2	2	1
8	137	7	7215	1	4	4	1
8	137	8	7646	1	1	1	1
9	138	1	1367	1	3	3	1
9	138	2	4015	1	4	4	1
9	138	3	4500	1	2	2	1
9	138	4	4998	1	1	1	1
9	138	5	5982	1	3	3	1
9	138	6	6781	1	2	2	1
9	138	7	8031	1	4	4	1
9	138	8	8247	1	1	1	1
9	139	1	883	1	2	2	0
9	139	2	3331	1	3	3	0
9	139	3	3800	1	1	1	0
9	139	4	4282	1	4	4	0
9	139	5	4781	0	3	2	0
9	139	6	5515	1	1	1	0
9	139	7	5965	1	2	2	0
9	139	8	6449	1	4	4	0
9	140	1	1049	1	2	2	0
9	140	2	3381	1	3	3	0
9	140	3	3764	1	1	1	0
9	140	4	4329	1	4	4	0
9	140	5	4913	1	3	3	0
9	140	6	5364	1	1	1	0
9	140	7	5847	1	2	2	0
9	140	8	6248	1	4	4	0
10	141	1	998	1	2	2	0
10	141	2	3781	1	3	3	0
10	141	3	4481	1	1	1	0
10	141	4	4930	1	4	4	0
10	141	5	5580	1	3	3	0
10	141	6	6097	1	1	1	0
10	141	7	6548	1	2	2	0
10	141	8	6979	1	4	4	0
9	142	1	1015	1	2	2	2
9	142	2	3482	1	4	4	2
9	142	3	3998	1	1	1	2
9	142	4	4649	1	3	3	2
9	142	5	5515	1	4	4	2
9	142	6	6114	0	2	1	2
9	142	7	7582	1	3	3	2
9	142	8	7913	1	1	1	2
10	143	1	1299	1	2	2	0
10	143	2	3800	1	3	3	0
10	143	3	4248	1	1	1	0
10	143	4	4714	1	4	4	0
10	143	5	5382	1	3	3	0
10	143	6	6464	1	1	1	0
10	143	7	6848	1	2	2	0
10	143	8	7380	1	4	4	0
9	144	1	783	1	3	3	1
9	144	2	3966	1	4	4	1
9	144	3	4431	0	2	3	1
9	144	4	5782	1	1	1	1
9	144	5	6615	1	3	3	1
9	144	6	7180	1	2	2	1
9	144	7	7749	1	4	4	1
9	144	8	8197	1	1	1	1
9	145	1	1115	1	3	3	1
9	145	2	3599	1	4	4	1
9	145	3	4047	1	2	2	1
9	145	4	4548	1	1	1	1
9	145	5	5065	1	3	3	1
9	145	6	5465	1	2	2	1
9	145	7	6013	1	4	4	1
9	145	8	6431	1	1	1	1
9	146	1	1782	1	2	2	2
9	146	2	4247	1	3	3	2
9	146	3	4798	1	1	1	2
9	146	4	5280	1	4	4	2
9	146	5	5831	1	3	3	2
9	146	6	6330	1	1	1	2
9	146	7	6879	1	2	2	2
9	146	8	7295	1	4	4	2
9	147	1	1166	1	3	3	1
9	147	2	4267	1	4	4	1
9	147	3	5165	1	2	2	1
9	147	4	5582	1	1	1	1
9	147	5	6133	1	3	3	1
9	147	6	6632	0	2	1	1
9	147	7	7666	1	4	4	1
9	147	8	8032	1	1	1	1
10	148	1	380	0	3	4	1
10	148	2	2483	1	4	4	1
10	148	3	4463	1	2	2	1
10	148	4	4930	1	1	1	1
10	148	5	5480	0	3	2	1
10	148	6	6181	0	2	1	1
10	148	7	7179	1	4	4	1
10	148	8	7630	1	1	1	1
10	149	1	1097	1	2	2	0
10	149	2	6496	1	3	3	0
10	149	3	6979	1	1	1	0
10	149	4	7479	1	4	4	0
10	149	5	8064	0	3	2	0
10	149	6	8812	1	1	1	0
10	149	7	9294	1	2	2	0
10	149	8	9779	0	4	3	0
10	150	1	948	0	3	2	1
10	150	2	3963	1	4	4	1
10	150	3	4465	1	2	2	1
10	150	4	5030	1	1	1	1
10	150	5	5712	1	3	3	1
10	150	6	6247	1	2	2	1
10	150	7	6797	1	4	4	1
10	150	8	7229	1	1	1	1
10	151	1	2883	1	3	3	1
10	151	2	5316	1	4	4	1
10	151	3	5798	1	2	2	1
10	151	4	6230	1	1	1	1
10	151	5	6998	1	3	3	1
10	151	6	7499	1	2	2	1
10	151	7	7899	1	4	4	1
10	151	8	8313	1	1	1	1
10	152	1	1233	1	2	2	2
10	152	2	3817	1	4	4	2
10	152	3	4282	1	1	1	2
10	152	4	5414	1	3	3	2
10	152	5	6081	1	4	4	2
10	152	6	6632	1	2	2	2
10	152	7	7697	1	3	3	2
10	152	8	8199	1	1	1	2
10	153	1	1049	1	2	2	0
10	153	2	3514	1	3	3	0
10	153	3	4080	1	1	1	0
10	153	4	4546	1	4	4	0
10	153	5	5197	1	3	3	0
10	153	6	5645	1	1	1	0
10	153	7	6280	1	2	2	0
10	153	8	6711	1	4	4	0
10	154	1	850	1	2	2	0
10	154	2	3750	1	3	3	0
10	154	3	4199	1	1	1	0
10	154	4	4684	1	4	4	0
10	154	5	6365	1	3	3	0
10	154	6	7065	1	1	1	0
10	154	7	7465	1	2	2	0
10	154	8	7981	1	4	4	0
10	155	1	898	1	2	2	2
10	155	2	3416	1	1	1	2
10	155	3	4015	1	3	3	2
10	155	4	5014	1	4	4	2
10	155	5	6181	1	2	2	2
10	155	6	6615	1	4	4	2
10	155	7	7179	1	1	1	2
10	155	8	7814	0	2	3	2
10	156	1	931	1	2	2	0
10	156	2	3681	1	3	3	0
10	156	3	4181	1	1	1	0
10	156	4	4680	1	4	4	0
10	156	5	5681	1	3	3	0
10	156	6	6763	1	1	1	0
10	156	7	7363	1	2	2	0
10	156	8	7846	1	4	4	0
10	157	1	897	1	2	2	0
10	157	2	3365	1	3	3	0
10	157	3	3864	1	1	1	0
10	157	4	4282	1	4	4	0
10	157	5	5130	1	3	3	0
10	157	6	5598	1	1	1	0
10	157	7	6064	1	2	2	0
10	157	8	6529	1	4	4	0
10	158	1	1132	1	2	2	2
10	158	2	3615	1	1	1	2
10	158	3	4782	1	4	4	2
10	158	4	5831	1	1	1	2
10	158	5	6381	1	3	3	2
10	158	6	6864	1	2	2	2
10	158	7	7349	1	4	4	2
10	158	8	8063	1	3	3	2
10	159	1	233	0	2	4	0
10	159	2	3049	0	3	4	0
10	159	3	4832	1	1	1	0
10	159	4	5516	1	4	4	0
10	159	5	6631	1	3	3	0
10	159	6	7249	1	1	1	0
10	159	7	7663	1	2	2	0
10	159	8	8164	1	4	4	0
10	160	1	1715	1	2	2	2
10	160	2	4214	1	1	1	2
10	160	3	4932	1	4	4	2
10	160	4	5432	1	1	1	2
10	160	5	6131	1	3	3	2
10	160	6	6699	1	2	2	2
10	160	7	7315	1	4	4	2
10	160	8	7797	0	3	1	2
10	161	1	1282	1	3	3	1
10	161	2	4133	1	4	4	1
10	161	3	4598	1	2	2	1
10	161	4	5231	1	1	1	1
10	161	5	6066	1	3	3	1
10	161	6	6564	1	2	2	1
10	161	7	7098	1	4	4	1
10	161	8	7747	1	1	1	1
