type	block	sequ.	trial	time	Pos.	Color	Button	NumRsp	Resp_1	RT_1	R_Code	Resp_2	RT_2	Trigg.	n_hit	n_inc	n_miss	score_%

random	1	1	1	2304	6	1	1	1	0	1079	1	4	0	8	1	0	0	100
random	1	1	2	4411	4	4	4	1	0	797	1	4	0	32	2	0	0	100
random	1	1	3	6097	2	2	2	1	0	1038	1	4	0	16	3	0	0	100
random	1	1	4	7872	3	3	3	1	0	659	1	4	0	24	4	0	0	100
random	1	1	5	9508	5	2	2	1	0	1022	1	4	0	16	5	0	0	100
random	1	1	6	11187	1	4	4	1	0	775	1	4	0	32	6	0	0	100
random	1	1	7	12794	6	1	1	1	0	603	1	4	0	8	7	0	0	100
random	1	1	8	14203	2	3	3	1	0	767	1	4	0	24	8	0	0	100
random	1	1	9	15309	4	2	2	1	0	736	1	4	0	16	9	0	0	100
random	1	1	10	16416	1	1	1	1	0	1073	1	4	0	8	10	0	0	100
random	1	1	11	18368	5	4	4	1	0	551	1	4	0	32	11	0	0	100
random	1	1	12	19539	3	3	3	1	0	757	1	4	0	24	12	0	0	100
random	1	1	13	21134	5	2	2	1	0	1289	1	4	0	16	13	0	0	100
random	1	1	14	22793	1	4	4	1	0	899	1	4	0	32	14	0	0	100
random	1	1	15	24251	3	1	1	1	0	925	1	4	0	8	15	0	0	100
random	1	1	16	26136	4	3	3	1	0	725	1	4	0	24	16	0	0	100
random	1	1	17	27558	6	4	4	1	0	985	1	4	0	32	17	0	0	100
random	1	1	18	28872	2	1	1	1	0	1049	1	4	0	8	18	0	0	100
random	1	1	19	30677	5	3	3	1	0	829	1	4	0	24	19	0	0	100
random	1	1	20	32154	2	2	2	1	0	631	1	4	0	16	20	0	0	100
random	1	1	21	33791	3	3	3	1	0	753	1	4	0	24	21	0	0	100
random	1	1	22	35015	6	1	1	1	0	862	1	4	0	8	22	0	0	100
random	1	1	23	36300	4	2	2	1	0	927	1	4	0	16	23	0	0	100
random	1	1	24	38097	1	4	4	1	0	619	1	4	0	32	24	0	0	100
random	1	1	25	39848	4	3	3	1	0	1185	1	4	0	24	25	0	0	100
random	1	1	26	41741	2	1	1	1	0	969	1	4	0	8	26	0	0	100
random	1	1	27	43126	5	2	2	1	0	1094	1	4	0	16	27	0	0	100
random	1	1	28	44569	6	4	4	1	0	681	1	4	0	32	28	0	0	100
random	1	1	29	45576	1	3	3	1	0	1511	1	4	0	24	29	0	0	100
random	1	1	30	47864	5	2	2	1	0	902	1	4	0	16	30	0	0	100
random	1	1	31	49317	2	1	1	1	0	848	1	4	0	8	31	0	0	100
random	1	1	32	50801	3	3	3	1	0	1201	1	4	0	24	32	0	0	100
random	1	1	33	52934	6	4	4	1	0	806	1	4	0	32	33	0	0	100
random	1	1	34	54384	4	2	2	1	0	737	1	4	0	16	34	0	0	100
random	1	1	35	55466	3	4	4	1	0	764	1	4	0	32	35	0	0	100
random	1	1	36	56708	1	1	1	1	0	759	1	4	0	8	36	0	0	100
random	1	1	37	58026	3	4	4	1	0	1295	1	4	0	32	37	0	0	100
random	1	1	38	59643	5	3	3	1	0	1019	1	4	0	24	38	0	0	100
random	1	1	39	61275	6	1	1	1	0	757	1	4	0	8	39	0	0	100
random	1	1	40	62634	1	2	2	1	0	636	1	4	0	16	40	0	0	100
random	1	1	41	63687	2	3	3	1	0	1167	1	4	0	24	41	0	0	100
random	1	1	42	65433	4	4	4	1	0	861	1	4	0	32	42	0	0	100
random	1	1	43	67314	1	2	2	1	0	1109	1	4	0	16	43	0	0	100
random	1	1	44	69030	6	3	3	1	0	853	1	4	0	24	44	0	0	100
random	1	1	45	70641	3	1	1	1	0	936	1	4	0	8	45	0	0	100
random	1	1	46	71994	4	4	4	1	0	751	1	4	0	32	46	0	0	100
random	1	1	47	73520	2	2	2	1	0	879	1	4	0	16	47	0	0	100
random	1	1	48	74886	5	1	1	1	0	957	1	4	0	8	48	0	0	100
random	1	1	49	76638	2	3	3	1	0	906	1	4	0	24	49	0	0	100
random	1	1	50	78024	3	1	1	1	0	960	1	4	0	8	50	0	0	100
random	1	1	51	79851	1	4	4	1	0	762	1	4	0	32	51	0	0	100
random	1	1	52	81613	5	3	3	1	0	952	1	4	0	24	52	0	0	100
random	1	1	53	83158	3	2	2	1	0	846	1	4	0	16	53	0	0	100
random	1	1	54	84696	6	4	4	1	0	749	1	4	0	32	54	0	0	100
random	1	1	55	85772	4	2	2	1	0	1240	1	4	0	16	55	0	0	100
