type	block	sequ.	trial	time	Pos.	Color	Button	NumRsp	Resp_1	RT_1	R_Code	Resp_2	RT_2	Trigg.	n_hit	n_inc	n_miss	score_%

random	1	1	1	1779	6	1	1	1	0	1243	1	4	0	8	1	0	0	100
random	1	1	2	3735	4	4	4	1	0	1040	1	4	0	32	2	0	0	100
random	1	1	3	5378	2	2	2	1	0	2051	1	4	0	16	3	0	0	100
random	1	1	4	8112	3	3	3	1	0	1199	1	4	0	24	4	0	0	100
random	1	1	5	9762	5	2	2	1	0	1178	1	4	0	16	5	0	0	100
random	1	1	6	11372	1	4	4	1	0	1037	1	4	0	32	6	0	0	100
random	1	1	7	13038	6	1	1	1	0	1215	1	4	0	8	7	0	0	100
random	1	1	8	14945	2	3	3	1	0	1261	1	4	0	24	8	0	0	100
random	1	1	9	16507	4	2	2	1	0	1052	1	4	0	16	9	0	0	100
random	1	1	10	18436	1	1	1	1	0	1098	1	4	0	8	10	0	0	100
random	1	1	11	20351	5	4	4	1	0	945	1	4	0	32	11	0	0	100
random	1	1	12	22190	3	3	3	1	0	1267	1	4	0	24	12	0	0	100
random	1	1	13	24152	5	2	2	1	0	1096	1	4	0	16	13	0	0	100
random	1	1	14	25699	1	4	4	1	0	918	1	4	0	32	14	0	0	100
random	1	1	15	27561	3	1	1	1	0	775	1	4	0	8	15	0	0	100
random	1	1	16	29041	4	3	3	1	0	977	1	4	0	24	16	0	0	100
random	1	1	17	30337	6	4	4	1	0	882	1	4	0	32	17	0	0	100
random	1	1	18	32251	2	1	1	1	0	793	1	4	0	8	18	0	0	100
random	1	1	19	33621	5	3	3	1	0	943	1	4	0	24	19	0	0	100
random	1	1	20	35259	2	2	2	1	0	1138	1	4	0	16	20	0	0	100
random	1	1	21	37381	3	3	3	1	0	1048	1	4	0	24	21	0	0	100
random	1	1	22	39109	6	1	1	1	0	1054	1	4	0	8	22	0	0	100
random	1	1	23	40670	4	2	2	1	0	1252	1	4	0	16	23	0	0	100
random	1	1	24	42777	1	4	4	1	0	947	1	4	0	32	24	0	0	100
random	1	1	25	44486	4	3	3	1	0	1306	1	4	0	24	25	0	0	100
random	1	1	26	46242	2	1	1	1	0	1128	1	4	0	8	26	0	0	100
random	1	1	27	48032	5	2	2	1	0	1148	1	4	0	16	27	0	0	100
random	1	1	28	49637	6	4	4	1	0	840	1	4	0	32	28	0	0	100
random	1	1	29	51251	1	3	3	1	0	1324	1	4	0	24	29	0	0	100
random	1	1	30	53453	5	2	2	1	0	1127	1	4	0	16	30	0	0	100
random	1	1	31	55159	2	1	1	1	0	1055	1	4	0	8	31	0	0	100
random	1	1	32	57195	3	3	3	1	0	1040	1	4	0	24	32	0	0	100
random	1	1	33	58593	6	4	4	1	0	885	1	4	0	32	33	0	0	100
random	1	1	34	59978	4	2	2	1	0	1570	1	4	0	16	34	0	0	100
random	1	1	35	62582	3	4	4	1	0	1740	1	4	0	32	35	0	0	100
random	1	1	36	64654	1	1	1	1	0	1140	1	4	0	8	36	0	0	100
