type	block	sequ.	trial	time	Pos.	Color	Button	NumRsp	Resp_1	RT_1	R_Code	Resp_2	RT_2	Trigg.	n_hit	n_inc	n_miss	score_%

random	1	1	1	1799	6	1	1	1	0	527	1	4	0	8	1	0	0	100
random	1	1	2	2990	4	4	4	1	0	717	1	4	0	32	2	0	0	100
random	1	1	3	4660	2	2	2	1	0	1126	1	4	0	16	3	0	0	100
random	1	1	4	6788	3	3	3	1	0	420	1	4	0	24	4	0	0	100
random	1	1	5	7780	5	2	2	1	0	1010	1	4	0	16	5	0	0	100
random	1	1	6	9379	1	4	4	1	0	671	1	4	0	32	6	0	0	100
random	1	1	7	10429	6	1	1	1	0	722	1	4	0	8	7	0	0	100
random	1	1	8	11773	2	3	3	1	0	761	1	4	0	24	8	0	0	100
random	1	1	9	13310	4	2	2	1	0	888	1	4	0	16	9	0	0	100
random	1	1	10	14503	1	1	1	1	0	757	1	4	0	8	10	0	0	100
random	1	1	11	16157	5	4	4	1	0	599	1	4	0	32	11	0	0	100
random	1	1	12	17458	3	3	3	1	0	904	1	4	0	24	12	0	0	100
random	1	1	13	19126	5	2	2	1	0	849	1	4	0	16	13	0	0	100
random	1	1	14	20550	1	4	4	1	0	597	1	4	0	32	14	0	0	100
random	1	1	15	21672	3	1	1	1	0	726	1	4	0	8	15	0	0	100
random	1	1	16	23083	4	3	3	1	0	923	1	4	0	24	16	0	0	100
random	1	1	17	24744	6	4	4	1	0	620	1	4	0	32	17	0	0	100
random	1	1	18	26148	2	1	1	1	0	632	1	4	0	8	18	0	0	100
random	1	1	19	27548	5	3	3	1	0	773	1	4	0	24	19	0	0	100
random	1	1	20	29168	2	2	2	1	0	528	1	4	0	16	20	0	0	100
random	1	1	21	30565	3	3	3	1	0	1037	1	4	0	24	21	0	0	100
random	1	1	22	31969	6	1	1	1	0	866	1	4	0	8	22	0	0	100
random	1	1	23	33795	4	2	2	1	0	1316	1	4	0	16	23	0	0	100
random	1	1	24	36149	1	4	4	1	0	529	1	4	0	32	24	0	0	100
random	1	1	25	37539	4	3	3	1	0	870	1	4	0	24	25	0	0	100
random	1	1	26	39287	2	1	1	1	0	660	1	4	0	8	26	0	0	100
random	1	1	27	40610	5	2	2	1	0	900	1	4	0	16	27	0	0	100
random	1	1	28	42165	6	4	4	1	0	586	1	4	0	32	28	0	0	100
random	1	1	29	43676	1	3	3	2	0	1338	2	4	0	24	29	0	0	100
random	1	1	30	45961	5	2	2	1	0	889	1	4	0	16	30	0	0	100
random	1	1	31	47296	2	1	1	1	0	680	1	4	0	8	31	0	0	100
random	1	1	32	48427	3	3	3	1	0	962	1	4	0	24	32	0	0	100
