type	block	sequ.	trial	time	Pos.	Color	Button	NumRsp	Resp_1	RT_1	R_Code	Resp_2	RT_2	Trigg.	n_hit	n_inc	n_miss	score_%

random	1	1	1	2121	6	1	1	1	0	493	1	4	0	8	1	0	0	100
random	1	1	2	3379	4	4	4	1	0	672	1	4	0	32	2	0	0	100
random	1	1	3	4378	2	2	2	1	0	766	1	4	0	16	3	0	0	100
random	1	1	4	6058	3	3	3	1	0	815	1	4	0	24	4	0	0	100
random	1	1	5	7523	5	2	2	1	0	881	1	4	0	16	5	0	0	100
random	1	1	6	9162	1	4	4	1	0	819	1	4	0	32	6	0	0	100
random	1	1	7	10402	6	1	1	1	0	423	1	4	0	8	7	0	0	100
random	1	1	8	11588	2	3	3	1	0	909	1	4	0	24	8	0	0	100
random	1	1	9	13308	4	2	2	1	0	652	1	4	0	16	9	0	0	100
random	1	1	10	14386	1	1	1	1	0	718	1	4	0	8	10	0	0	100
random	1	1	11	15647	5	4	4	1	0	721	1	4	0	32	11	0	0	100
random	1	1	12	17187	3	3	3	1	0	984	1	4	0	24	12	0	0	100
random	1	1	13	19231	5	2	2	1	0	944	1	4	0	16	13	0	0	100
random	1	1	14	20672	1	4	4	1	0	772	1	4	0	32	14	0	0	100
random	1	1	15	22061	3	1	1	1	0	689	1	4	0	8	15	0	0	100
random	1	1	16	23520	4	3	3	1	0	827	1	4	0	24	16	0	0	100
random	1	1	17	24926	6	4	4	1	0	832	1	4	0	32	17	0	0	100
random	1	1	18	26677	2	1	1	1	0	750	1	4	0	8	18	0	0	100
random	1	1	19	27794	5	3	3	1	0	934	1	4	0	24	19	0	0	100
random	1	1	20	29526	2	2	2	1	0	685	1	4	0	16	20	0	0	100
random	1	1	21	31104	3	3	3	1	0	1378	1	4	0	24	21	0	0	100
random	1	1	22	33274	6	1	1	1	0	806	1	4	0	8	22	0	0	100
random	1	1	23	34424	4	2	2	1	0	757	1	4	0	16	23	0	0	100
random	1	1	24	36053	1	4	4	1	0	881	1	4	0	32	24	0	0	100
random	1	1	25	37944	4	3	3	2	0	1168	2	4	0	24	25	0	0	100
random	1	1	26	39491	2	1	1	1	0	751	1	4	0	8	26	0	0	100
random	1	1	27	40627	5	2	2	1	0	799	1	4	0	16	27	0	0	100
random	1	1	28	42144	6	4	4	1	0	718	1	4	0	32	28	0	0	100
random	1	1	29	43330	1	3	3	1	0	788	1	4	0	24	29	0	0	100
random	1	1	30	44615	5	2	2	1	0	621	1	4	0	16	30	0	0	100
random	1	1	31	45864	2	1	1	1	0	640	1	4	0	8	31	0	0	100
random	1	1	32	46994	3	3	3	1	0	689	1	4	0	24	32	0	0	100
random	1	1	33	48195	6	4	4	1	0	790	1	4	0	32	33	0	0	100
random	1	1	34	49644	4	2	2	1	0	816	1	4	0	16	34	0	0	100
random	1	1	35	51385	3	4	4	1	0	823	1	4	0	32	35	0	0	100
random	1	1	36	53146	1	1	1	1	0	636	1	4	0	8	36	0	0	100
random	1	1	37	54870	3	4	4	1	0	915	1	4	0	32	37	0	0	100
random	1	1	38	56654	5	3	3	2	0	1032	2	4	0	24	38	0	0	100
random	1	1	39	58348	6	1	1	1	0	1032	1	4	0	8	39	0	0	100
random	1	1	40	59918	1	2	2	1	0	765	1	4	0	16	40	0	0	100
random	1	1	41	61146	2	3	3	1	0	746	1	4	0	24	41	0	0	100
random	1	1	42	62465	4	4	4	1	0	730	1	4	0	32	42	0	0	100
random	1	1	43	63868	1	2	2	1	0	766	1	4	0	16	43	0	0	100
random	1	1	44	65654	6	3	3	1	0	739	1	4	0	24	44	0	0	100
random	1	1	45	66708	3	1	1	2	0	1142	2	4	0	8	45	0	0	100
random	1	1	46	68155	4	4	4	1	0	728	1	4	0	32	46	0	0	100
random	1	1	47	69233	2	2	2	1	0	947	1	4	0	16	47	0	0	100
random	1	1	48	70652	5	1	1	1	0	815	1	4	0	8	48	0	0	100
random	1	1	49	72747	2	3	3	1	0	1198	1	4	0	24	49	0	0	100
random	1	1	50	74615	3	1	1	1	0	767	1	4	0	8	50	0	0	100
random	1	1	51	76377	1	4	4	1	0	804	1	4	0	32	51	0	0	100
random	1	1	52	77857	5	3	3	1	0	1133	1	4	0	24	52	0	0	100
random	1	1	53	79886	3	2	2	1	0	704	1	4	0	16	53	0	0	100
random	1	1	54	80998	6	4	4	1	0	824	1	4	0	32	54	0	0	100
random	1	1	55	82172	4	2	2	1	0	935	1	4	0	16	55	0	0	100
random	1	1	56	83717	1	1	1	1	0	742	1	4	0	8	56	0	0	100
random	1	1	57	85341	5	4	4	1	0	761	1	4	0	32	57	0	0	100
random	1	1	58	86650	2	1	1	1	0	945	1	4	0	8	58	0	0	100
random	1	1	59	87964	6	2	2	1	0	898	1	4	0	16	59	0	0	100
random	1	1	60	89228	4	3	3	1	0	804	1	4	0	24	60	0	0	100
random	1	1	61	91075	1	2	2	1	0	1133	1	4	0	16	61	0	0	100
random	1	1	62	92909	6	4	4	1	0	800	1	4	0	32	62	0	0	100
random	1	1	63	94090	4	1	1	1	0	590	1	4	0	8	63	0	0	100
random	1	1	64	95602	2	2	2	1	0	718	1	4	0	16	64	0	0	100
random	1	1	65	96944	4	3	3	1	0	693	1	4	0	24	65	0	0	100
random	1	1	66	98232	3	1	1	1	0	727	1	4	0	8	66	0	0	100
random	1	1	67	99311	1	3	3	1	0	881	1	4	0	24	67	0	0	100
random	1	1	68	101171	5	4	4	1	0	922	1	4	0	32	68	0	0	100
random	1	1	69	102745	2	2	2	2	0	2008	2	4	0	16	69	0	0	100
random	1	1	70	105208	3	1	1	1	0	783	1	4	0	8	70	0	0	100
random	1	1	71	106738	5	4	4	1	0	742	1	4	0	32	71	0	0	100
random	1	1	72	107868	6	3	3	1	0	822	1	4	0	24	72	0	0	100
random	1	1	73	109403	2	1	1	1	0	941	1	4	0	8	73	0	0	100
random	1	1	74	111128	5	3	3	1	0	1516	1	4	0	24	74	0	0	100
random	1	1	75	113180	1	4	4	1	0	749	1	4	0	32	75	0	0	100
random	1	1	76	114507	6	2	2	1	0	613	1	4	0	16	76	0	0	100
random	1	1	77	115576	2	1	1	1	0	616	1	4	0	8	77	0	0	100
random	1	1	78	116734	4	4	4	1	0	879	1	4	0	32	78	0	0	100
random	1	1	79	118248	3	2	2	1	0	743	1	4	0	16	79	0	0	100
random	1	1	80	119531	4	3	3	1	0	736	1	4	0	24	80	0	0	100
random	1	1	81	120805	1	4	4	1	0	1163	1	4	0	32	81	0	0	100
random	1	1	82	122412	5	1	1	1	0	519	1	4	0	8	82	0	0	100
random	1	1	83	123826	3	2	2	1	0	763	1	4	0	16	83	0	0	100
random	1	1	84	125244	6	3	3	1	0	702	1	4	0	24	84	0	0	100
random	1	1	85	126763	3	2	2	1	0	1038	1	4	0	16	85	0	0	100
random	1	1	86	128119	1	3	3	1	0	685	1	4	0	24	86	0	0	100
random	1	1	87	129135	4	4	4	1	0	698	1	4	0	32	87	0	0	100
random	1	1	88	130366	2	1	1	1	0	374	1	4	0	8	88	0	0	100
random	1	1	89	131083	6	4	4	1	0	871	1	4	0	32	89	0	0	100
random	1	1	90	132894	3	3	3	1	0	826	1	4	0	24	90	0	0	100
random	1	1	91	134667	5	4	4	1	0	927	1	4	0	32	91	0	0	100
random	1	1	92	136176	1	2	2	1	0	1408	1	4	0	16	92	0	0	100
random	1	1	93	138614	5	1	1	1	0	576	1	4	0	8	93	0	0	100
random	1	1	94	139957	4	3	3	1	0	568	1	4	0	24	94	0	0	100
random	1	1	95	141498	6	1	1	1	0	926	1	4	0	8	95	0	0	100
