type;block;sequ.;trial;time;Pos.;Color;Button;NumRsp;Resp_1;RT_1;R_Code;Resp_2;RT_2;Trigg.;n_hit;n_inc;n_miss;score_%
random;0;0;0;18438;8;3;-1;1;0;2500;14;0;1000;0
random;0;0;1;20952;11;1;-1;1;0;2500;14;0;550;0
random;0;0;2;23467;8;3;-1;1;0;2500;14;0;900;0
random;0;0;3;25979;9;0;-1;1;0;2500;14;0;750;0
random;0;0;4;28495;12;2;-1;1;0;2500;14;0;600;0
random;0;0;5;31010;7;0;-1;1;0;2500;14;0;300;0
random;0;0;6;33529;10;1;-1;1;0;2500;14;0;400;0
random;0;0;7;36034;7;2;-1;1;0;2500;14;0;1000;0
random;0;0;8;38547;11;3;-1;1;0;2500;14;0;500;0
random;0;0;9;41057;10;2;-1;1;0;2500;14;0;800;0
random;0;0;10;43571;12;0;-1;1;0;2500;14;0;650;0
random;0;0;11;46085;9;1;-1;1;0;2500;14;0;700;0
random;0;1;0;48899;11;3;-1;1;0;2500;14;0;650;0
random;0;1;1;51414;12;2;-1;1;0;2500;14;0;600;0
random;0;1;2;53925;9;1;-1;1;0;2500;14;0;300;0
random;0;1;3;56444;8;2;-1;1;0;2500;14;0;1000;0
random;0;1;4;58947;12;1;-1;1;0;2500;14;0;900;0
random;0;1;5;61463;7;0;-1;1;0;2500;14;0;800;0
random;0;1;6;63967;8;3;-1;1;0;2500;14;0;750;0
random;0;1;7;66479;7;2;-1;1;0;2500;14;0;400;0
random;0;1;8;68991;10;1;-1;1;0;2500;14;0;1000;0
random;0;1;9;71502;9;0;-1;1;0;2500;14;0;500;0
random;0;1;10;74018;10;3;-1;1;0;2500;14;0;700;0
random;0;1;11;76527;11;0;-1;1;0;2500;14;0;550;0
random;0;2;0;79346;7;1;-1;1;0;2500;14;0;900;0
random;0;2;1;81850;11;0;-1;1;0;2500;14;0;300;0
random;0;2;2;84353;12;3;-1;1;0;2500;14;0;1000;0
random;0;2;3;86862;10;0;-1;1;0;2500;14;0;550;0
random;0;2;4;89369;9;2;-1;1;0;2500;14;0;1000;0
random;0;2;5;91882;8;1;-1;1;0;2500;14;0;400;0
random;0;2;6;94399;9;3;-1;1;0;2500;14;0;600;0
random;0;2;7;96911;11;2;-1;1;0;2500;14;0;500;0
random;0;2;8;99426;7;3;-1;1;0;2500;14;0;750;0
random;0;2;9;101931;12;2;-1;1;0;2500;14;0;650;0
random;0;2;10;104442;8;0;-1;1;0;2500;14;0;800;0
random;0;2;11;106960;10;1;-1;1;0;2500;14;0;700;0
random;0;3;0;109777;7;0;-1;1;0;2500;14;0;900;0
random;0;3;1;112290;11;2;-1;1;0;2500;14;0;300;0
random;0;3;2;114802;12;1;-1;1;0;2500;14;0;1000;0
random;0;3;3;117315;10;3;-1;1;0;2500;14;0;550;0
random;0;3;4;119830;9;1;-1;1;0;2500;14;0;1000;0
random;0;3;5;122339;8;0;-1;1;0;2500;14;0;400;0
random;0;3;6;124850;9;3;-1;1;0;2500;14;0;600;0
random;0;3;7;127364;11;2;-1;1;0;2500;14;0;500;0
random;0;3;8;129872;7;1;-1;1;0;2500;14;0;750;0
random;0;3;9;132383;12;2;-1;1;0;2500;14;0;650;0
random;0;3;10;134887;8;3;-1;1;0;2500;14;0;800;0
