type	block	sequ.	trial	time	Pos.	Color	Button	NumRsp	Resp_1	RT_1	R_Code	Resp_2	RT_2	Trigg.	n_hit	n_inc	n_miss	score_%
random	0	0	0	131309	13	3	3	1	0	1847	14	0	1000	1
random	0	0	1	132358	16	1	1	1	0	1049	14	0	550	2
random	0	0	2	133758	13	3	3	1	0	1400	14	0	900	3
random	0	0	3	134558	14	0	0	1	0	800	14	0	750	4
random	0	0	4	135425	17	2	2	1	0	867	14	0	600	5
random	0	0	5	136723	12	0	0	1	0	1299	14	0	300	6
random	0	0	6	137906	15	1	1	1	0	1183	14	0	400	7
random	0	0	7	137906	12	2	2	1	0	916	14	0	1000	8
random	0	0	8	139940	16	3	3	1	0	1017	14	0	500	9
random	0	0	9	140957	15	2	2	1	0	1017	14	0	800	10
random	0	1	0	142306	16	3	3	1	0	984	14	0	650	11
random	0	1	1	143038	17	2	2	1	0	731	14	0	600	12
random	0	1	2	143922	14	1	1	1	0	884	14	0	300	13
random	0	1	3	143922	13	2	2	1	0	999	14	0	1000	14
random	0	1	4	143922	17	1	1	1	0	684	14	0	900	15
random	0	1	5	143922	12	0	0	1	0	650	14	0	800	16
random	0	1	6	147571	13	3	3	1	0	917	14	0	750	17
random	0	1	7	148470	12	2	2	1	0	899	14	0	400	18
random	0	1	8	148470	15	1	1	1	0	883	14	0	1000	19
random	0	1	9	150218	14	0	0	1	0	749	14	0	500	20
random	0	2	0	151501	12	1	2	1	0	950	14	0	900	20
random	0	2	1	152434	16	0	0	1	0	933	14	0	300	21
random	0	2	2	152434	17	3	3	1	0	999	14	0	1000	22
random	0	2	3	154218	15	0	0	1	0	768	14	0	550	23
random	0	2	4	154218	14	2	2	1	0	933	14	0	1000	24
random	0	2	5	156000	13	1	1	1	0	766	14	0	400	25
random	0	2	6	157116	14	3	3	1	0	1116	14	0	600	26
random	0	2	7	158033	16	2	2	1	0	917	14	0	500	27
random	0	2	8	159049	12	3	3	1	0	1016	14	0	750	28
random	0	2	9	159882	17	2	2	1	0	833	14	0	650	29
random	0	3	0	159882	12	0	0	1	0	817	14	0	900	30
random	0	3	1	161916	16	2	2	1	0	768	14	0	300	31
random	0	3	2	161916	17	1	1	1	0	882	14	0	1000	32
random	0	3	3	163864	15	3	3	1	0	933	14	0	550	33
random	0	3	4	163864	14	1	2	1	0	883	14	0	1000	33
random	0	3	5	166013	13	0	0	1	0	1133	14	0	400	34
random	0	3	6	166980	14	3	3	1	0	967	14	0	600	35
random	0	3	7	167729	16	2	2	1	0	749	14	0	500	36
random	0	3	8	168613	12	1	1	1	0	884	14	0	750	37
random	0	3	9	169547	17	2	2	1	0	933	14	0	650	38
random	0	4	0	170946	13	3	3	1	0	1033	14	0	500	39
random	0	4	1	171762	17	2	2	1	0	816	14	0	600	40
random	0	4	2	172878	14	1	1	1	0	1116	14	0	900	41
random	0	4	3	172878	17	0	0	1	0	699	14	0	1000	42
random	0	4	4	174877	16	3	3	1	0	983	14	0	650	43
random	0	4	5	175693	12	1	2	1	0	816	14	0	550	43
random	0	4	6	176609	15	3	3	1	0	916	14	0	800	44
random	0	4	7	177442	14	0	0	1	0	833	14	0	700	45
random	0	4	8	177442	16	2	2	1	0	967	14	0	1000	46
random	0	4	9	179292	13	1	1	1	0	848	14	0	300	47
random	0	5	0	179292	14	0	0	1	0	867	14	0	1000	48
random	0	5	1	181508	16	2	2	1	0	850	14	0	400	49
random	0	5	2	182374	12	3	3	1	0	866	14	0	750	50
random	0	5	3	182374	16	1	1	1	0	850	14	0	900	51
random	0	5	4	184240	13	2	2	1	0	965	14	0	300	52
random	0	5	5	185090	12	3	3	1	0	849	14	0	650	53
random	0	5	6	185891	15	0	0	1	0	801	14	0	550	54
random	0	5	7	186758	17	2	2	1	0	866	14	0	800	55
random	0	5	8	187807	15	1	1	1	0	1049	14	0	500	56
random	0	5	9	187807	14	0	0	1	0	916	14	0	1000	57
random	0	6	0	187807	17	0	0	1	0	700	14	0	1000	58
random	0	6	1	190989	14	2	2	1	0	801	14	0	650	59
random	0	6	2	191939	17	1	1	1	0	950	14	0	900	60
random	0	6	3	192838	16	2	2	1	0	899	14	0	600	61
random	0	6	4	193705	14	0	0	1	0	867	14	0	400	62
random	0	6	5	194587	16	3	3	1	0	882	14	0	300	63
random	0	6	6	195504	13	1	2	1	0	917	14	0	700	63
random	0	6	7	196403	12	3	3	1	0	898	14	0	750	64
random	0	6	8	197286	15	1	0	1	0	883	14	0	500	64
random	0	6	9	198754	13	2	2	1	0	1468	14	0	1000	65
fixed	1	0	0	198754	11	2	2	1	0	807	14	0	1000	66
fixed	1	0	1	200952	14	1	1	1	0	849	14	0	500	67
fixed	1	0	2	201985	13	0	0	1	0	1033	14	0	650	68
fixed	1	0	3	202935	16	2	2	1	0	950	14	0	900	69
fixed	1	0	4	204050	12	3	3	1	0	1115	14	0	1000	70
fixed	1	0	5	205033	14	1	1	1	0	983	14	0	400	71
fixed	1	0	6	205801	15	2	2	1	0	768	14	0	550	72
fixed	1	0	7	205801	13	0	0	1	0	767	14	0	800	73
fixed	1	0	8	207667	12	3	3	1	0	1051	14	0	600	74
fixed	1	0	9	208848	11	1	1	1	0	1181	14	0	750	75
fixed	1	1	0	208848	11	2	2	1	0	849	14	0	1000	76
fixed	1	1	1	210982	14	1	1	1	0	783	14	0	500	77
fixed	1	1	2	211783	13	0	0	1	0	800	14	0	650	78
fixed	1	1	3	211783	16	2	2	1	0	782	14	0	900	79
fixed	1	1	4	213781	12	3	3	1	0	1084	14	0	1000	80
fixed	1	1	5	214764	14	1	1	1	0	982	14	0	400	81
fixed	1	1	6	215615	15	2	2	1	0	851	14	0	550	82
fixed	1	1	7	215615	13	0	0	1	0	765	14	0	800	83
fixed	1	1	8	217163	12	3	3	1	0	734	14	0	600	84
fixed	1	1	9	217995	11	1	1	1	0	832	14	0	750	85
fixed	1	2	0	217995	11	2	2	1	0	918	14	0	1000	86
fixed	1	2	1	220128	14	1	1	1	0	782	14	0	500	87
fixed	1	2	2	220945	13	0	0	1	0	817	14	0	650	88
fixed	1	2	3	220945	16	2	2	1	0	783	14	0	900	89
fixed	1	2	4	220945	12	3	3	1	0	950	14	0	1000	90
fixed	1	2	5	223944	14	1	1	1	0	1067	14	0	400	91
fixed	1	2	6	224710	15	2	2	1	0	766	14	0	550	92
fixed	1	2	7	225577	13	0	0	1	0	867	14	0	800	93
fixed	1	2	8	226560	12	3	3	1	0	983	14	0	600	94
fixed	1	2	9	227376	11	1	1	1	0	816	14	0	750	95
fixed	1	3	0	228925	11	2	2	1	0	1200	14	0	1000	96
fixed	1	3	1	229792	14	1	1	1	0	867	14	0	500	97
fixed	1	3	2	230726	13	0	0	1	0	934	14	0	650	98
fixed	1	3	3	230726	16	2	2	1	0	799	14	0	900	99
fixed	1	3	4	230726	12	3	1	1	0	832	14	0	1000	99
fixed	1	3	5	233274	14	1	1	1	0	616	14	0	400	100
fixed	1	3	6	234141	15	2	2	1	0	867	14	0	550	101
fixed	1	3	7	234141	13	0	0	1	0	750	14	0	800	102
fixed	1	3	8	235823	12	3	3	1	0	866	14	0	600	103
fixed	1	3	9	236773	11	1	1	1	0	950	14	0	750	104
fixed	1	4	0	236773	11	2	2	1	0	683	14	0	1000	105
fixed	1	4	1	238973	14	1	1	1	0	833	14	0	500	106
fixed	1	4	2	239723	13	0	0	1	0	750	14	0	650	107
fixed	1	4	3	239723	16	2	2	1	0	732	14	0	900	108
fixed	1	4	4	239723	12	3	3	1	0	850	14	0	1000	109
fixed	1	4	5	242471	14	1	1	1	0	832	14	0	400	110
fixed	1	4	6	243238	15	2	2	1	0	766	14	0	550	111
fixed	1	4	7	243238	13	0	0	1	0	716	14	0	800	112
fixed	1	4	8	244870	12	3	3	1	0	832	14	0	600	113
fixed	1	4	9	245886	11	1	1	1	0	1016	14	0	750	114
fixed	1	5	0	247486	11	2	2	1	0	1249	14	0	1000	115
fixed	1	5	1	248302	14	1	1	1	0	817	14	0	500	116
fixed	1	5	2	249136	13	0	0	1	0	833	14	0	650	117
fixed	1	5	3	249136	16	2	1	1	0	783	14	0	900	117
fixed	1	5	4	249136	12	3	3	1	0	834	14	0	1000	118
fixed	1	5	5	251802	14	1	1	1	0	733	14	0	400	119
fixed	1	5	6	252568	15	2	2	1	0	767	14	0	550	120
fixed	1	5	7	252568	13	0	0	1	0	717	14	0	800	121
fixed	1	5	8	254134	12	3	2	1	0	749	14	0	600	121
fixed	1	5	9	254984	11	1	2	1	0	851	14	0	750	121
fixed	1	6	0	254984	11	2	2	1	0	715	14	0	1000	122
fixed	1	6	1	257100	14	1	1	1	0	751	14	0	500	123
fixed	1	6	2	257983	13	0	0	1	0	883	14	0	650	124
fixed	1	6	3	257983	16	2	2	1	0	717	14	0	900	125
fixed	1	6	4	257983	12	3	3	1	0	752	14	0	1000	126
fixed	1	6	5	260631	14	1	1	1	0	732	14	0	400	127
fixed	1	6	6	261565	15	2	2	1	0	934	14	0	550	128
fixed	1	6	7	261565	13	0	0	1	0	782	14	0	800	129
fixed	1	6	8	263098	12	3	3	1	0	734	14	0	600	130
fixed	1	6	9	263897	11	1	1	1	0	798	14	0	750	131
fixed	2	0	0	265315	10	2	2	1	0	1065	14	0	1000	132
fixed	2	0	1	266130	13	1	1	1	0	815	14	0	500	133
fixed	2	0	2	266130	12	0	0	1	0	667	14	0	650	134
fixed	2	0	3	267730	15	2	2	1	0	933	14	0	900	135
fixed	2	0	4	267730	11	3	3	1	0	932	14	0	1000	136
fixed	2	0	5	269930	13	1	1	1	0	1185	14	0	400	137
fixed	2	0	6	270662	14	2	2	1	0	732	14	0	550	138
fixed	2	0	7	270662	12	0	0	1	0	783	14	0	800	139
fixed	2	0	8	272461	11	3	3	1	0	983	14	0	600	140
fixed	2	0	9	273594	10	1	2	1	0	1133	14	0	750	140
fixed	2	1	0	273594	10	2	2	1	0	666	14	0	1000	141
fixed	2	1	1	275811	13	1	1	1	0	850	14	0	500	142
fixed	2	1	2	276575	12	0	0	1	0	764	14	0	650	143
fixed	2	1	3	276575	15	2	2	1	0	768	14	0	900	144
fixed	2	1	4	278609	11	3	3	1	0	1132	14	0	1000	145
fixed	2	1	5	279393	13	1	1	1	0	784	14	0	400	146
fixed	2	1	6	280308	14	2	2	1	0	915	14	0	550	147
fixed	2	1	7	281224	12	0	0	1	0	916	14	0	800	148
fixed	2	1	8	281925	11	3	2	1	0	701	14	0	600	148
fixed	2	1	9	282775	10	1	1	1	0	849	14	0	750	149
fixed	2	2	0	284491	10	2	2	1	0	1367	14	0	1000	150
fixed	2	2	1	285340	13	1	1	1	0	849	14	0	500	151
fixed	2	2	2	286172	12	0	0	1	0	832	14	0	650	152
fixed	2	2	3	287307	15	2	1	1	0	1134	14	0	900	152
fixed	2	2	4	287307	11	3	3	1	0	848	14	0	1000	153
fixed	2	2	5	289106	13	1	1	1	0	783	14	0	400	154
fixed	2	2	6	289804	14	2	2	1	0	698	14	0	550	155
fixed	2	2	7	290639	12	0	0	1	0	835	14	0	800	156
fixed	2	2	8	291471	11	3	3	1	0	831	14	0	600	157
fixed	2	2	9	292322	10	1	1	1	0	850	14	0	750	158
fixed	2	3	0	294271	10	2	2	1	0	1584	14	0	1000	159
fixed	2	3	1	295019	13	1	1	1	0	748	14	0	500	160
fixed	2	3	2	295771	12	0	0	1	0	752	14	0	650	161
