type	block	sequ.	trial	time	Pos.	Color	Button	NumRsp	Resp_1	RT_1	R_Code	Resp_2	RT_2	Trigg.	n_hit	n_inc	n_miss	score_%
random	0	0	0	33068	10	3	3	1	0	1834	14	0	1000	1
random	0	0	1	34129	13	1	1	1	0	1060	14	0	550	2
random	0	0	2	34129	10	3	3	1	0	795	14	0	900	3
random	0	0	3	34129	11	0	0	1	0	734	14	0	750	4
random	0	0	4	36402	14	2	2	1	0	611	14	0	600	5
random	0	0	5	37236	9	0	0	1	0	834	14	0	300	6
random	0	0	6	38303	12	1	1	1	0	1067	14	0	400	7
random	0	0	7	38303	9	2	3	1	0	757	14	0	1000	7
random	0	0	8	40090	13	3	3	1	0	786	14	0	500	8
random	0	0	9	40090	12	2	2	1	0	699	14	0	800	9
random	0	1	0	42693	13	3	3	1	0	1386	14	0	650	10
random	0	1	1	43366	14	2	2	1	0	673	14	0	600	11
random	0	1	2	44277	11	1	0	1	0	911	14	0	300	11
random	0	1	3	45513	10	2	2	1	0	1236	14	0	1000	12
random	0	1	4	46602	14	1	1	1	0	1089	14	0	900	13
random	0	1	5	46602	9	0	0	1	0	761	14	0	800	14
random	0	1	6	48771	10	3	3	1	0	1368	14	0	750	15
random	0	1	7	49538	9	2	2	1	0	766	14	0	400	16
random	0	1	8	50766	12	1	1	1	0	1228	14	0	1000	17
random	0	1	9	51600	11	0	0	1	0	833	14	0	500	18
random	0	2	0	53006	9	1	1	1	0	1050	14	0	900	19
random	0	2	1	53785	13	0	0	1	0	779	14	0	300	20
random	0	2	2	53785	14	3	2	1	0	865	14	0	1000	20
random	0	2	3	55609	12	0	0	1	0	807	14	0	550	21
random	0	2	4	55609	11	2	2	1	0	817	14	0	1000	22
random	0	2	5	57587	10	1	1	1	0	961	14	0	400	23
random	0	2	6	58472	11	3	3	1	0	885	14	0	600	24
random	0	2	7	59539	13	2	2	1	0	1067	14	0	500	25
random	0	2	8	60532	9	3	3	1	0	993	14	0	750	26
random	0	2	9	61790	14	2	2	1	0	1258	14	0	650	27
random	0	3	0	61790	9	0	0	1	0	817	14	0	900	28
random	0	3	1	63892	13	2	2	1	0	835	14	0	300	29
random	0	3	2	63892	14	1	1	1	0	867	14	0	1000	30
random	0	3	3	65826	12	3	3	1	0	916	14	0	550	31
random	0	3	4	66899	11	1	1	1	0	1073	14	0	1000	32
random	0	3	5	67727	10	0	0	1	0	828	14	0	400	33
