BlockNumber	SequenceNumber	EventNumber	Time	isHit	target	pressed	sequence
5	24	5	1317	1	4	4	0
5	25	1	685	1	4	4	0
5	25	2	1548	1	1	1	0
5	25	3	1816	0	3	1	0
5	25	4	933	1	2	2	0
5	25	5	50	0	4	1	0
5	26	1	966	1	4	4	0
5	26	2	51	0	1	3	0
5	26	3	1049	1	3	3	0
5	26	4	899	1	2	2	0
5	26	5	900	0	4	1	0
5	27	1	950	0	4	1	0
5	27	2	1400	1	1	1	0
5	27	3	1766	1	3	3	0
5	27	4	83	1	2	2	0
5	27	5	116	0	4	2	0
5	28	1	1133	1	4	4	0
5	28	2	916	1	1	1	0
5	28	3	501	0	3	1	0
5	28	4	1349	1	2	2	0
5	28	5	66	0	4	1	0
5	29	1	1083	0	4	1	0
5	29	2	350	1	1	1	0
5	29	3	183	0	3	1	0
5	29	4	1567	1	2	2	0
5	29	5	66	0	4	1	0
6	30	1	1616	0	4	1	0
6	30	2	2083	1	1	1	0
6	30	3	1916	1	3	3	0
6	30	4	83	0	2	1	0
6	30	5	933	1	4	4	0
6	31	1	34	0	4	1	0
6	31	2	849	1	1	1	0
6	31	3	999	1	3	3	0
6	31	4	35	0	2	1	0
6	31	5	1048	1	4	4	0
6	32	1	51	0	4	1	0
6	32	2	1100	1	1	1	0
6	32	3	1216	1	3	3	0
6	32	4	99	0	2	1	0
6	32	5	34	0	4	2	0
6	33	1	917	1	4	4	0
6	33	2	1549	1	1	1	0
6	33	3	1066	1	3	3	0
6	33	4	1000	0	2	1	0
6	33	5	483	0	4	1	0
6	34	1	150	0	4	1	0
6	34	2	965	1	1	1	0
6	34	3	951	1	3	3	0
6	34	4	200	0	2	1	0
6	34	5	1065	0	4	1	0
6	35	1	235	1	4	4	0
6	35	2	16	0	1	3	0
6	35	3	1900	1	3	3	0
6	35	4	50	0	2	1	0
6	35	5	932	0	4	1	0
6	36	1	834	1	4	4	0
6	36	2	116	1	1	1	0
6	36	3	1083	1	3	3	0
6	36	4	67	0	2	1	0
6	36	5	1266	0	4	1	0
