type	block	sequ.	trial	time	Pos.	Color	Button	NumRsp	Resp_1	RT_1	R_Code	Resp_2	RT_2	Trigg.	n_hit	n_inc	n_miss	score_%

random	1	1	1	2004	6	1	1	1	0	1226	1	4	0	8	1	0	0	100
random	1	1	2	3654	4	4	4	1	0	996	1	4	0	32	2	0	0	100
random	1	1	3	5610	2	2	2	3	0	1241	2	4	0	16	3	0	0	100
random	1	1	4	7878	3	3	3	1	0	609	1	4	0	24	4	0	0	100
random	1	1	5	8894	5	2	2	1	0	1030	1	4	0	16	5	0	0	100
random	1	1	6	10523	1	4	4	1	0	905	1	4	0	32	6	0	0	100
random	1	1	7	11970	6	1	1	1	0	740	1	4	0	8	7	0	0	100
random	1	1	8	13483	2	3	3	1	0	1067	1	4	0	24	8	0	0	100
random	1	1	9	15200	4	2	2	1	0	643	1	4	0	16	9	0	0	100
random	1	1	10	16156	1	1	1	1	0	1098	1	4	0	8	10	0	0	100
random	1	1	11	18099	5	4	4	1	0	624	1	4	0	32	11	0	0	100
random	1	1	12	19393	3	3	3	1	0	1330	1	4	0	24	12	0	0	100
random	1	1	13	21904	5	2	2	1	0	855	1	4	0	16	13	0	0	100
random	1	1	14	23081	1	4	4	1	0	941	1	4	0	32	14	0	0	100
random	1	1	15	24756	3	1	1	1	0	878	1	4	0	8	15	0	0	100
random	1	1	16	26199	4	3	3	1	0	1681	1	4	0	24	16	0	0	100
random	1	1	17	28529	6	4	4	1	0	1127	1	4	0	32	17	0	0	100
random	1	1	18	30234	2	1	1	1	0	886	1	4	0	8	18	0	0	100
random	1	1	19	31765	5	3	3	1	0	1461	1	4	0	24	19	0	0	100
random	1	1	20	33980	2	2	2	1	0	792	1	4	0	16	20	0	0	100
random	1	1	21	35160	3	3	3	1	0	1126	1	4	0	24	21	0	0	100
random	1	1	22	37316	6	1	1	1	0	810	1	4	0	8	22	0	0	100
random	1	1	23	38572	4	2	2	1	0	1093	1	4	0	16	23	0	0	100
random	1	1	24	40352	1	4	4	1	0	794	1	4	0	32	24	0	0	100
random	1	1	25	42122	4	3	3	1	0	1199	1	4	0	24	25	0	0	100
random	1	1	26	43615	2	1	1	1	0	1152	1	4	0	8	26	0	0	100
random	1	1	27	45512	5	2	2	1	0	1223	1	4	0	16	27	0	0	100
random	1	1	28	47108	6	4	4	1	0	964	1	4	0	32	28	0	0	100
random	1	1	29	48639	1	3	3	1	0	1115	1	4	0	24	29	0	0	100
random	1	1	30	50605	5	2	2	1	0	808	1	4	0	16	30	0	0	100
random	1	1	31	51964	2	1	1	1	0	934	1	4	0	8	31	0	0	100
random	1	1	32	53786	3	3	3	1	0	929	1	4	0	24	32	0	0	100
random	1	1	33	55464	6	4	4	1	0	1098	1	4	0	32	33	0	0	100
random	1	1	34	56979	4	2	2	1	0	1001	1	4	0	16	34	0	0	100
random	1	1	35	58352	3	4	4	1	0	871	1	4	0	32	35	0	0	100
random	1	1	36	59991	1	1	1	1	0	850	1	4	0	8	36	0	0	100
random	1	1	37	61687	3	4	4	1	0	770	1	4	0	32	37	0	0	100
random	1	1	38	63013	5	3	3	1	0	1498	1	4	0	24	38	0	0	100
random	1	1	39	64844	6	1	1	1	0	860	1	4	0	8	39	0	0	100
random	1	1	40	66281	1	2	2	1	0	1063	1	4	0	16	40	0	0	100
random	1	1	41	68116	2	3	3	1	0	922	1	4	0	24	41	0	0	100
random	1	1	42	69750	4	4	4	1	0	933	1	4	0	32	42	0	0	100
random	1	1	43	71030	1	2	2	1	0	1030	1	4	0	16	43	0	0	100
random	1	1	44	72627	6	3	3	1	0	1058	1	4	0	24	44	0	0	100
random	1	1	45	74605	3	1	1	1	0	1135	1	4	0	8	45	0	0	100
random	1	1	46	76514	4	4	4	1	0	670	1	4	0	32	46	0	0	100
random	1	1	47	77690	2	2	2	1	0	1028	1	4	0	16	47	0	0	100
random	1	1	48	79110	5	1	1	1	0	1065	1	4	0	8	48	0	0	100
random	1	1	49	81168	2	3	3	1	0	1249	1	4	0	24	49	0	0	100
random	1	1	50	83352	3	1	1	1	0	869	1	4	0	8	50	0	0	100
random	1	1	51	85081	1	4	4	1	0	691	1	4	0	32	51	0	0	100
random	1	1	52	86407	5	3	3	1	0	1155	1	4	0	24	52	0	0	100
random	1	1	53	87878	3	2	2	1	0	765	1	4	0	16	53	0	0	100
random	1	1	54	89437	6	4	4	1	0	1010	1	4	0	32	54	0	0	100
random	1	1	55	91473	4	2	2	1	0	957	1	4	0	16	55	0	0	100
random	1	1	56	92949	1	1	1	1	0	1046	1	4	0	8	56	0	0	100
random	1	1	57	94768	5	4	4	1	0	769	1	4	0	32	57	0	0	100
random	1	1	58	95930	2	1	1	1	0	1168	1	4	0	8	58	0	0	100
random	1	1	59	97821	6	2	2	1	0	1288	1	4	0	16	59	0	0	100
random	1	1	60	99551	4	3	3	1	0	894	1	4	0	24	60	0	0	100
random	1	1	61	101083	1	2	2	1	0	1077	1	4	0	16	61	0	0	100
random	1	1	62	102922	6	4	4	1	0	847	1	4	0	32	62	0	0	100
random	1	1	63	104459	4	1	1	1	0	838	1	4	0	8	63	0	0	100
random	1	1	64	105709	2	2	2	1	0	1153	1	4	0	16	64	0	0	100
random	1	1	65	107219	4	3	3	1	0	1002	1	4	0	24	65	0	0	100
random	1	1	66	108858	3	1	1	1	0	836	1	4	0	8	66	0	0	100
random	1	1	67	110544	1	3	3	1	0	1045	1	4	0	24	67	0	0	100
random	1	1	68	112136	5	4	4	1	0	841	1	4	0	32	68	0	0	100
random	1	1	69	113803	2	2	2	1	0	1243	1	4	0	16	69	0	0	100
random	1	1	70	115803	3	1	1	1	0	798	1	4	0	8	70	0	0	100
random	1	1	71	116925	5	4	4	1	0	718	1	4	0	32	71	0	0	100
random	1	1	72	118186	6	3	3	1	0	1129	1	4	0	24	72	0	0	100
random	1	1	73	120598	2	1	1	1	0	1251	1	4	0	8	73	0	0	100
random	1	1	74	122871	5	3	3	1	0	962	1	4	0	24	74	0	0	100
random	1	1	75	124869	1	4	4	1	0	798	1	4	0	32	75	0	0	100
random	1	1	76	126536	6	2	2	1	0	696	1	4	0	16	76	0	0	100
random	1	1	77	127547	2	1	1	1	0	948	1	4	0	8	77	0	0	100
random	1	1	78	129138	4	4	4	1	0	697	1	4	0	32	78	0	0	100
random	1	1	79	130688	3	2	2	1	0	943	1	4	0	16	79	0	0	100
random	1	1	80	131943	4	3	3	1	0	794	1	4	0	24	80	0	0	100
random	1	1	81	133119	1	4	4	1	0	793	1	4	0	32	81	0	0	100
random	1	1	82	134523	5	1	1	1	0	861	1	4	0	8	82	0	0	100
random	1	1	83	136085	3	2	2	1	0	1147	1	4	0	16	83	0	0	100
random	1	1	84	137961	6	3	3	1	0	1028	1	4	0	24	84	0	0	100
random	1	1	85	140229	3	2	2	1	0	979	1	4	0	16	85	0	0	100
random	1	1	86	141753	1	3	3	1	0	1059	1	4	0	24	86	0	0	100
random	1	1	87	143704	4	4	4	1	0	944	1	4	0	32	87	0	0	100
random	1	1	88	145111	2	1	1	1	0	909	1	4	0	8	88	0	0	100
random	1	1	89	146419	6	4	4	1	0	805	1	4	0	32	89	0	0	100
random	1	1	90	148007	3	3	3	1	0	1066	1	4	0	24	90	0	0	100
random	1	1	91	149511	5	4	4	1	0	874	1	4	0	32	91	0	0	100
random	1	1	92	150872	1	2	2	1	0	1097	1	4	0	16	92	0	0	100
random	1	1	93	152836	5	1	1	1	0	758	1	4	0	8	93	0	0	100
random	1	1	94	154066	4	3	3	1	0	865	1	4	0	24	94	0	0	100
random	1	1	95	155521	6	1	1	1	0	1108	1	4	0	8	95	0	0	100
random	1	1	96	157405	2	2	2	1	0	908	1	4	0	16	96	0	0	100
random	1	1	97	159309	4	3	3	1	0	955	1	4	0	24	97	0	0	100
random	1	1	98	161192	3	2	2	1	0	828	1	4	0	16	98	0	0	100
random	1	1	99	162827	6	3	3	1	0	783	1	4	0	24	99	0	0	100
random	1	1	100	164122	1	4	4	1	0	743	1	4	0	32	100	0	0	100
random	1	1	101	165467	4	1	1	1	0	703	1	4	0	8	101	0	0	100
random	1	1	102	167133	5	2	2	1	0	1088	1	4	0	16	102	0	0	100
random	1	1	103	168644	2	4	4	1	0	704	1	4	0	32	103	0	0	100
random	1	1	104	170331	3	1	1	1	0	889	1	4	0	8	104	0	0	100
random	1	1	105	171582	1	3	3	1	0	724	1	4	0	24	105	0	0	100
random	1	1	106	172807	2	2	0	0	2	0	3	4	0	16	105	0	1	99
random	1	1	107	175737	5	4	4	1	0	780	1	4	0	32	106	0	1	99
random	1	1	108	177368	6	1	1	1	0	1334	1	4	0	8	107	0	1	99
random	1	1	109	179375	5	4	4	1	0	849	1	4	0	32	108	0	1	99
random	1	1	110	180624	6	3	3	1	0	1197	1	4	0	24	109	0	1	99
random	1	1	111	182140	2	2	2	1	0	1093	1	4	0	16	110	0	1	99
random	1	1	112	184107	3	1	1	1	0	1233	1	4	0	8	111	0	1	99
random	1	1	113	185697	1	2	2	1	0	974	1	4	0	16	112	0	1	99
random	1	1	114	187319	2	3	3	1	0	849	1	4	0	24	113	0	1	99
random	1	1	115	189057	3	1	1	1	0	831	1	4	0	8	114	0	1	99
random	1	1	116	190579	4	4	4	1	0	687	1	4	0	32	115	0	1	99
random	1	1	117	192037	6	1	1	1	0	985	1	4	0	8	116	0	1	99
random	1	1	118	193387	5	3	3	1	0	1304	1	4	0	24	117	0	1	99
random	1	1	119	195510	1	4	4	1	0	806	1	4	0	32	118	0	1	99
random	1	1	120	196983	4	2	2	1	0	783	1	4	0	16	119	0	1	99
fixed	2	1	1	198821	4	1	1	1	0	1226	1	4	0	40	1	0	0	100
fixed	2	1	2	200898	1	2	2	1	0	1290	1	4	0	48	2	0	0	100
fixed	2	1	3	202661	6	4	4	1	0	911	1	4	0	64	3	0	0	100
fixed	2	1	4	204305	2	1	1	1	0	1097	1	4	0	40	4	0	0	100
fixed	2	1	5	206144	5	3	3	1	0	1020	1	4	0	56	5	0	0	100
fixed	2	1	6	208070	6	4	4	1	0	938	1	4	0	64	6	0	0	100
fixed	2	1	7	209634	3	1	1	1	0	728	1	4	0	40	7	0	0	100
fixed	2	1	8	210980	2	3	3	1	0	831	1	4	0	56	8	0	0	100
fixed	2	1	9	212716	3	2	2	1	0	822	1	4	0	48	9	0	0	100
fixed	2	1	10	214053	1	4	4	1	0	749	1	4	0	64	10	0	0	100
fixed	2	1	11	215242	5	2	2	1	0	1003	1	4	0	48	11	0	0	100
fixed	2	1	12	217078	4	3	3	1	0	1221	1	4	0	56	12	0	0	100
fixed	2	2	1	219123	4	1	1	1	0	1102	1	4	0	40	13	0	0	100
fixed	2	2	2	220555	1	2	2	1	0	1170	1	4	0	48	14	0	0	100
fixed	2	2	3	222251	6	4	4	1	0	849	1	4	0	64	15	0	0	100
fixed	2	2	4	223720	2	1	1	1	0	947	1	4	0	40	16	0	0	100
fixed	2	2	5	225515	5	3	3	1	0	856	1	4	0	56	17	0	0	100
fixed	2	2	6	227102	6	4	4	1	0	828	1	4	0	64	18	0	0	100
fixed	2	2	7	228334	3	1	1	1	0	896	1	4	0	40	19	0	0	100
fixed	2	2	8	229926	2	3	3	1	0	877	1	4	0	56	20	0	0	100
fixed	2	2	9	231720	3	2	2	1	0	672	1	4	0	48	21	0	0	100
fixed	2	2	10	233169	1	4	4	1	0	739	1	4	0	64	22	0	0	100
fixed	2	2	11	234816	5	2	2	1	0	1149	1	4	0	48	23	0	0	100
fixed	2	2	12	236254	4	3	3	1	0	1016	1	4	0	56	24	0	0	100
fixed	2	3	1	237936	4	1	1	1	0	809	1	4	0	40	25	0	0	100
fixed	2	3	2	239366	1	2	2	1	0	1157	1	4	0	48	26	0	0	100
fixed	2	3	3	240988	6	4	4	1	0	760	1	4	0	64	27	0	0	100
fixed	2	3	4	242445	2	1	1	1	0	906	1	4	0	40	28	0	0	100
fixed	2	3	5	243741	5	3	3	1	0	811	1	4	0	56	29	0	0	100
fixed	2	3	6	244854	6	4	4	1	0	812	1	4	0	64	30	0	0	100
fixed	2	3	7	246646	3	1	1	1	0	1072	1	4	0	40	31	0	0	100
fixed	2	3	8	248725	2	3	3	1	0	1425	1	4	0	56	32	0	0	100
fixed	2	3	9	250743	3	2	2	1	0	779	1	4	0	48	33	0	0	100
fixed	2	3	10	251995	1	4	4	1	0	1358	1	4	0	64	34	0	0	100
fixed	2	3	11	254112	5	2	2	1	0	852	1	4	0	48	35	0	0	100
fixed	2	3	12	256011	4	3	3	1	0	971	1	4	0	56	36	0	0	100
fixed	2	4	1	257718	4	1	1	2	0	1987	2	4	0	40	37	0	0	100
fixed	2	4	2	260674	1	2	2	1	0	878	1	4	0	48	38	0	0	100
fixed	2	4	3	262403	6	4	4	1	0	685	1	4	0	64	39	0	0	100
fixed	2	4	4	264020	2	1	1	1	0	1056	1	4	0	40	40	0	0	100
fixed	2	4	5	265788	5	3	3	1	0	941	1	4	0	56	41	0	0	100
fixed	2	4	6	267661	6	4	4	1	0	846	1	4	0	64	42	0	0	100
fixed	2	4	7	269223	3	1	1	1	0	844	1	4	0	40	43	0	0	100
fixed	2	4	8	270592	2	3	3	1	0	954	1	4	0	56	44	0	0	100
fixed	2	4	9	272397	3	2	2	1	0	590	1	4	0	48	45	0	0	100
fixed	2	4	10	273406	1	4	4	1	0	1027	1	4	0	64	46	0	0	100
fixed	2	4	11	275085	5	2	2	1	0	1036	1	4	0	48	47	0	0	100
fixed	2	4	12	277026	4	3	3	1	0	738	1	4	0	56	48	0	0	100
fixed	2	5	1	279020	4	1	1	1	0	821	1	4	0	40	49	0	0	100
fixed	2	5	2	280629	1	2	2	2	0	1569	2	4	0	48	50	0	0	100
fixed	2	5	3	283205	6	4	4	1	0	804	1	4	0	64	51	0	0	100
fixed	2	5	4	284350	2	1	1	1	0	931	1	4	0	40	52	0	0	100
fixed	2	5	5	285893	5	3	3	1	0	1202	1	4	0	56	53	0	0	100
fixed	2	5	6	287871	6	4	4	1	0	1111	1	4	0	64	54	0	0	100
fixed	2	5	7	289929	3	1	1	1	0	1039	1	4	0	40	55	0	0	100
fixed	2	5	8	291535	2	3	3	1	0	947	1	4	0	56	56	0	0	100
fixed	2	5	9	292953	3	2	2	1	0	751	1	4	0	48	57	0	0	100
fixed	2	5	10	294661	1	4	4	1	0	743	1	4	0	64	58	0	0	100
fixed	2	5	11	296067	5	2	2	1	0	1219	1	4	0	48	59	0	0	100
fixed	2	5	12	297715	4	3	3	1	0	765	1	4	0	56	60	0	0	100
fixed	2	6	1	299436	4	1	1	1	0	868	1	4	0	40	61	0	0	100
fixed	2	6	2	301239	1	2	2	1	0	1216	1	4	0	48	62	0	0	100
fixed	2	6	3	303494	6	4	4	1	0	1288	1	4	0	64	63	0	0	100
fixed	2	6	4	305679	2	1	1	1	0	796	1	4	0	40	64	0	0	100
fixed	2	6	5	307089	5	3	3	1	0	1024	1	4	0	56	65	0	0	100
