type	block	sequ.	trial	time	Pos.	Color	Button	NumRsp	Resp_1	RT_1	R_Code	Resp_2	RT_2	Trigg.	n_hit	n_inc	n_miss	score_%

random	1	1	1	6333	6	1	1	1	0	857	1	4	0	8	1	0	0	100
random	1	1	2	7531	4	4	4	1	0	1007	1	4	0	32	2	0	0	100
random	1	1	3	9370	2	2	2	1	0	1041	1	4	0	16	3	0	0	100
random	1	1	4	11106	3	3	3	1	0	728	1	4	0	24	4	0	0	100
random	1	1	5	12664	5	2	2	1	0	966	1	4	0	16	5	0	0	100
random	1	1	6	13937	1	4	4	1	0	679	1	4	0	32	6	0	0	100
random	1	1	7	15497	6	1	1	1	0	1022	1	4	0	8	7	0	0	100
random	1	1	8	17198	2	3	3	1	0	885	1	4	0	24	8	0	0	100
random	1	1	9	19048	4	2	2	1	0	847	1	4	0	16	9	0	0	100
random	1	1	10	20533	1	1	1	1	0	736	1	4	0	8	10	0	0	100
random	1	1	11	21971	5	4	4	1	0	587	1	4	0	32	11	0	0	100
random	1	1	12	23082	3	3	3	1	0	1084	1	4	0	24	12	0	0	100
random	1	1	13	24746	5	2	2	1	0	869	1	4	0	16	13	0	0	100
random	1	1	14	26527	1	4	4	1	0	738	1	4	0	32	14	0	0	100
random	1	1	15	27991	3	1	1	1	0	764	1	4	0	8	15	0	0	100
random	1	1	16	29352	4	3	3	1	0	1035	1	4	0	24	16	0	0	100
random	1	1	17	30970	6	4	4	1	0	870	1	4	0	32	17	0	0	100
random	1	1	18	32164	2	1	1	1	0	875	1	4	0	8	18	0	0	100
random	1	1	19	33865	5	3	3	1	0	1180	1	4	0	24	19	0	0	100
random	1	1	20	35951	2	2	2	1	0	667	1	4	0	16	20	0	0	100
random	1	1	21	37405	3	3	3	1	0	942	1	4	0	24	21	0	0	100
random	1	1	22	38894	6	1	1	1	0	751	1	4	0	8	22	0	0	100
random	1	1	23	40081	4	2	2	1	0	861	1	4	0	16	23	0	0	100
random	1	1	24	41228	1	4	4	1	0	804	1	4	0	32	24	0	0	100
random	1	1	25	42942	4	3	0	1	2	0	3	4	0	24	24	0	1	96
random	1	1	26	46189	2	1	1	1	0	857	1	4	0	8	25	0	1	96
random	1	1	27	47443	5	2	2	1	0	908	1	4	0	16	26	0	1	96
random	1	1	28	48926	6	4	4	1	0	782	1	4	0	32	27	0	1	96
random	1	1	29	50445	1	3	3	1	0	885	1	4	0	24	28	0	1	97
random	1	1	30	52002	5	2	2	1	0	779	1	4	0	16	29	0	1	97
random	1	1	31	53136	2	1	1	1	0	811	1	4	0	8	30	0	1	97
random	1	1	32	54737	3	3	3	1	0	927	1	4	0	24	31	0	1	97
random	1	1	33	56470	6	4	4	1	0	750	1	4	0	32	32	0	1	97
random	1	1	34	57941	4	2	2	1	0	936	1	4	0	16	33	0	1	97
