type	block	sequ.	trial	time	Pos.	Color	Button	NumRsp	Resp_1	RT_1	R_Code	Resp_2	RT_2	Trigg.	n_hit	n_inc	n_miss	score_%

random	1	1	1	1458	6	1	0	0	2	0	3	4	0	8	0	0	1	0
random	1	1	2	4644	4	4	4	1	0	1398	1	4	0	32	1	0	1	50
random	1	1	3	6837	2	2	2	1	0	1296	1	4	0	16	2	0	1	67
random	1	1	4	8969	3	3	3	1	0	1078	1	4	0	24	3	0	1	75
random	1	1	5	10525	5	2	2	2	0	1613	2	4	0	16	4	0	1	80
random	1	1	6	12787	1	4	4	1	0	916	1	4	0	32	5	0	1	83
random	1	1	7	14604	6	1	1	1	0	1160	1	4	0	8	6	0	1	86
random	1	1	8	16502	2	3	3	1	0	999	1	4	0	24	7	0	1	88
random	1	1	9	18216	4	2	2	1	0	1222	1	4	0	16	8	0	1	89
random	1	1	10	19777	1	1	1	2	0	1373	2	4	0	8	9	0	1	90
random	1	1	11	21444	5	4	4	1	0	670	1	4	0	32	10	0	1	91
random	1	1	12	23105	3	3	3	1	0	1440	1	4	0	24	11	0	1	92
random	1	1	13	25251	5	2	2	1	0	1188	1	4	0	16	12	0	1	92
random	1	1	14	27101	1	4	4	1	0	711	1	4	0	32	13	0	1	93
random	1	1	15	28412	3	1	1	1	0	1007	1	4	0	8	14	0	1	93
random	1	1	16	29956	4	3	3	1	0	1062	1	4	0	24	15	0	1	94
random	1	1	17	31448	6	4	4	1	0	798	1	4	0	32	16	0	1	94
random	1	1	18	33041	2	1	1	1	0	987	1	4	0	8	17	0	1	94
random	1	1	19	34600	5	3	3	2	0	1521	2	4	0	24	18	0	1	95
random	1	1	20	37014	2	2	2	1	0	1162	1	4	0	16	19	0	1	95
random	1	1	21	38917	3	3	3	1	0	1346	1	4	0	24	20	0	1	95
random	1	1	22	40923	6	1	1	1	0	1229	1	4	0	8	21	0	1	95
random	1	1	23	42929	4	2	2	1	0	1256	1	4	0	16	22	0	1	96
random	1	1	24	44808	1	4	4	1	0	625	1	4	0	32	23	0	1	96
random	1	1	25	46621	4	3	3	1	0	1611	1	4	0	24	24	0	1	96
random	1	1	26	49157	2	1	1	1	0	1065	1	4	0	8	25	0	1	96
random	1	1	27	50774	5	2	2	1	0	1268	1	4	0	16	26	0	1	96
random	1	1	28	52346	6	4	4	1	0	650	1	4	0	32	27	0	1	96
random	1	1	29	53404	1	3	3	2	0	1412	2	4	0	24	28	0	1	97
random	1	1	30	55299	5	2	2	1	0	1268	1	4	0	16	29	0	1	97
random	1	1	31	57506	2	1	1	1	0	983	1	4	0	8	30	0	1	97
random	1	1	32	58908	3	3	3	1	0	1019	1	4	0	24	31	0	1	97
random	1	1	33	60688	6	4	4	1	0	696	1	4	0	32	32	0	1	97
random	1	1	34	61790	4	2	2	1	0	1329	1	4	0	16	33	0	1	97
random	1	1	35	63464	3	4	4	1	0	786	1	4	0	32	34	0	1	97
random	1	1	36	64641	1	1	1	1	0	1129	1	4	0	8	35	0	1	97
random	1	1	37	66520	3	4	4	1	0	761	1	4	0	32	36	0	1	97
random	1	1	38	67770	5	3	3	1	0	1380	1	4	0	24	37	0	1	97
random	1	1	39	69431	6	1	1	1	0	1181	1	4	0	8	38	0	1	97
random	1	1	40	71584	1	2	2	1	0	1370	1	4	0	16	39	0	1	98
random	1	1	41	73791	2	3	3	1	0	1309	1	4	0	24	40	0	1	98
random	1	1	42	76023	4	4	4	1	0	759	1	4	0	32	41	0	1	98
random	1	1	43	77787	1	2	2	1	0	1116	1	4	0	16	42	0	1	98
random	1	1	44	79890	6	3	3	1	0	1338	1	4	0	24	43	0	1	98
random	1	1	45	82239	3	1	1	1	0	1151	1	4	0	8	44	0	1	98
random	1	1	46	84212	4	4	4	1	0	731	1	4	0	32	45	0	1	98
random	1	1	47	85282	2	2	0	1	2	0	3	4	0	16	45	0	2	96
random	1	1	48	88096	5	1	1	1	0	1551	1	4	0	8	46	0	2	96
random	1	1	49	90579	2	3	3	1	0	1102	1	4	0	24	47	0	2	96
random	1	1	50	92429	3	1	1	1	0	1352	1	4	0	8	48	0	2	96
random	1	1	51	94124	1	4	4	1	0	784	1	4	0	32	49	0	2	96
random	1	1	52	95934	5	3	3	1	0	1035	1	4	0	24	50	0	2	96
random	1	1	53	97249	3	2	2	1	0	1211	1	4	0	16	51	0	2	96
random	1	1	54	98919	6	4	4	1	0	708	1	4	0	32	52	0	2	96
random	1	1	55	100166	4	2	2	1	0	1064	1	4	0	16	53	0	2	96
random	1	1	56	102178	1	1	1	1	0	1018	1	4	0	8	54	0	2	96
random	1	1	57	104171	5	4	4	1	0	790	1	4	0	32	55	0	2	96
random	1	1	58	105693	2	1	1	1	0	902	1	4	0	8	56	0	2	97
random	1	1	59	107564	6	2	2	1	0	1055	1	4	0	16	57	0	2	97
random	1	1	60	109242	4	3	3	1	0	1063	1	4	0	24	58	0	2	97
random	1	1	61	111363	1	2	2	1	0	1229	1	4	0	16	59	0	2	97
random	1	1	62	113589	6	4	4	1	0	671	1	4	0	32	60	0	2	97
random	1	1	63	115283	4	1	1	1	0	960	1	4	0	8	61	0	2	97
random	1	1	64	117189	2	2	2	1	0	1095	1	4	0	16	62	0	2	97
random	1	1	65	118750	4	3	3	1	0	1013	1	4	0	24	63	0	2	97
random	1	1	66	120512	3	1	1	1	0	978	1	4	0	8	64	0	2	97
random	1	1	67	122394	1	3	3	1	0	1074	1	4	0	24	65	0	2	97
random	1	1	68	124091	5	4	4	1	0	699	1	4	0	32	66	0	2	97
random	1	1	69	125673	2	2	2	1	0	1088	1	4	0	16	67	0	2	97
random	1	1	70	127150	3	1	1	1	0	1233	1	4	0	8	68	0	2	97
random	1	1	71	129328	5	4	4	1	0	621	1	4	0	32	69	0	2	97
random	1	1	72	130271	6	3	3	1	0	1101	1	4	0	24	70	0	2	97
random	1	1	73	132415	2	1	1	1	0	1186	1	4	0	8	71	0	2	97
random	1	1	74	134032	5	3	3	1	0	1222	1	4	0	24	72	0	2	97
random	1	1	75	135638	1	4	4	1	0	969	1	4	0	32	73	0	2	97
random	1	1	76	137431	6	2	2	1	0	1237	1	4	0	16	74	0	2	97
random	1	1	77	139134	2	1	1	1	0	853	1	4	0	8	75	0	2	97
random	1	1	78	140546	4	4	4	1	0	698	1	4	0	32	76	0	2	97
random	1	1	79	141815	3	2	2	1	0	1244	1	4	0	16	77	0	2	97
random	1	1	80	143449	4	3	3	2	0	1503	2	4	0	24	78	0	2	98
random	1	1	81	145800	1	4	4	1	0	627	1	4	0	32	79	0	2	98
random	1	1	82	147004	5	1	1	2	0	1208	2	4	0	8	80	0	2	98
random	1	1	83	148786	3	2	2	1	0	1188	1	4	0	16	81	0	2	98
random	1	1	84	150459	6	3	3	1	0	1109	1	4	0	24	82	0	2	98
random	1	1	85	152180	3	2	2	2	0	1333	2	4	0	16	83	0	2	98
random	1	1	86	153948	1	3	3	1	0	1233	1	4	0	24	84	0	2	98
random	1	1	87	155842	4	4	4	1	0	586	1	4	0	32	85	0	2	98
random	1	1	88	157405	2	1	1	1	0	912	1	4	0	8	86	0	2	98
random	1	1	89	159117	6	4	4	1	0	871	1	4	0	32	87	0	2	98
random	1	1	90	160956	3	3	3	1	0	1105	1	4	0	24	88	0	2	98
random	1	1	91	163038	5	4	4	1	0	849	1	4	0	32	89	0	2	98
random	1	1	92	164361	1	2	2	1	0	1049	1	4	0	16	90	0	2	98
random	1	1	93	165788	5	1	1	1	0	1092	1	4	0	8	91	0	2	98
random	1	1	94	167820	4	3	3	1	0	998	1	4	0	24	92	0	2	98
random	1	1	95	169464	6	1	1	1	0	1017	1	4	0	8	93	0	2	98
random	1	1	96	170892	2	2	2	1	0	1196	1	4	0	16	94	0	2	98
random	1	1	97	173265	4	3	3	1	0	1087	1	4	0	24	95	0	2	98
random	1	1	98	175174	3	2	2	2	0	1447	2	4	0	16	96	0	2	98
random	1	1	99	176972	6	3	3	1	0	1018	1	4	0	24	97	0	2	98
random	1	1	100	178930	1	4	4	1	0	584	1	4	0	32	98	0	2	98
random	1	1	101	180399	4	1	1	1	0	1009	1	4	0	8	99	0	2	98
random	1	1	102	182187	5	2	2	1	0	1246	1	4	0	16	100	0	2	98
random	1	1	103	183987	2	4	4	1	0	690	1	4	0	32	101	0	2	98
random	1	1	104	185626	3	1	1	1	0	1092	1	4	0	8	102	0	2	98
random	1	1	105	187075	1	3	3	1	0	1031	1	4	0	24	103	0	2	98
random	1	1	106	188905	2	2	2	1	0	1969	1	4	0	16	104	0	2	98
random	1	1	107	191884	5	4	4	1	0	643	1	4	0	32	105	0	2	98
random	1	1	108	193544	6	1	1	1	0	1117	1	4	0	8	106	0	2	98
random	1	1	109	195587	5	4	4	1	0	726	1	4	0	32	107	0	2	98
random	1	1	110	197174	6	3	3	1	0	1291	1	4	0	24	108	0	2	98
random	1	1	111	199003	2	2	2	2	0	1702	2	4	0	16	109	0	2	98
random	1	1	112	200991	3	1	1	1	0	897	1	4	0	8	110	0	2	98
random	1	1	113	202663	1	2	2	1	0	1267	1	4	0	16	111	0	2	98
random	1	1	114	204823	2	3	3	1	0	887	1	4	0	24	112	0	2	98
random	1	1	115	206205	3	1	1	1	0	1029	1	4	0	8	113	0	2	98
random	1	1	116	207849	4	4	4	1	0	623	1	4	0	32	114	0	2	98
random	1	1	117	208890	6	1	1	1	0	971	1	4	0	8	115	0	2	98
random	1	1	118	210355	5	3	3	1	0	1124	1	4	0	24	116	0	2	98
random	1	1	119	211878	1	4	4	1	0	548	1	4	0	32	117	0	2	98
random	1	1	120	213288	4	2	2	1	0	1065	1	4	0	16	118	0	2	98
fixed	2	1	1	215249	4	1	1	2	0	1021	2	4	0	40	1	0	0	100
fixed	2	1	2	216799	1	2	2	1	0	1188	1	4	0	48	2	0	0	100
fixed	2	1	3	218608	6	4	4	1	0	799	1	4	0	64	3	0	0	100
fixed	2	1	4	220093	2	1	1	1	0	961	1	4	0	40	4	0	0	100
fixed	2	1	5	221369	5	3	3	1	0	954	1	4	0	56	5	0	0	100
fixed	2	1	6	223149	6	4	4	1	0	663	1	4	0	64	6	0	0	100
fixed	2	1	7	224757	3	1	1	1	0	906	1	4	0	40	7	0	0	100
fixed	2	1	8	226580	2	3	3	1	0	1189	1	4	0	56	8	0	0	100
fixed	2	1	9	228750	3	2	2	1	0	1033	1	4	0	48	9	0	0	100
fixed	2	1	10	230260	1	4	4	1	0	730	1	4	0	64	10	0	0	100
fixed	2	1	11	231918	5	2	2	1	0	948	1	4	0	48	11	0	0	100
fixed	2	1	12	233397	4	3	3	1	0	1093	1	4	0	56	12	0	0	100
fixed	2	2	1	235451	4	1	1	1	0	1014	1	4	0	40	13	0	0	100
fixed	2	2	2	236765	1	2	2	1	0	1222	1	4	0	48	14	0	0	100
fixed	2	2	3	238646	6	4	4	1	0	686	1	4	0	64	15	0	0	100
fixed	2	2	4	240227	2	1	1	1	0	1019	1	4	0	40	16	0	0	100
fixed	2	2	5	241980	5	3	3	1	0	858	1	4	0	56	17	0	0	100
fixed	2	2	6	243552	6	4	4	1	0	766	1	4	0	64	18	0	0	100
fixed	2	2	7	244999	3	1	1	1	0	1018	1	4	0	40	19	0	0	100
fixed	2	2	8	246510	2	3	3	1	0	1033	1	4	0	56	20	0	0	100
fixed	2	2	9	247964	3	2	2	1	0	964	1	4	0	48	21	0	0	100
fixed	2	2	10	249967	1	4	4	1	0	639	1	4	0	64	22	0	0	100
fixed	2	2	11	251418	5	2	2	1	0	1074	1	4	0	48	23	0	0	100
fixed	2	2	12	253208	4	3	3	1	0	998	1	4	0	56	24	0	0	100
fixed	2	3	1	254932	4	1	1	1	0	964	1	4	0	40	25	0	0	100
fixed	2	3	2	256222	1	2	2	1	0	1302	1	4	0	48	26	0	0	100
fixed	2	3	3	258475	6	4	4	1	0	766	1	4	0	64	27	0	0	100
fixed	2	3	4	260016	2	1	1	1	0	933	1	4	0	40	28	0	0	100
fixed	2	3	5	261839	5	3	3	1	0	864	1	4	0	56	29	0	0	100
fixed	2	3	6	263152	6	4	4	1	0	784	1	4	0	64	30	0	0	100
fixed	2	3	7	264864	3	1	1	1	0	1088	1	4	0	40	31	0	0	100
fixed	2	3	8	266325	2	3	3	1	0	1138	1	4	0	56	32	0	0	100
fixed	2	3	9	267782	3	2	2	1	0	652	1	4	0	48	33	0	0	100
fixed	2	3	10	268775	1	4	4	1	0	611	1	4	0	64	34	0	0	100
fixed	2	3	11	269869	5	2	2	1	0	1140	1	4	0	48	35	0	0	100
fixed	2	3	12	271922	4	3	3	1	0	973	1	4	0	56	36	0	0	100
fixed	2	4	1	273678	4	1	1	1	0	1051	1	4	0	40	37	0	0	100
fixed	2	4	2	275402	1	2	2	1	0	1018	1	4	0	48	38	0	0	100
fixed	2	4	3	276759	6	4	4	1	0	744	1	4	0	64	39	0	0	100
fixed	2	4	4	278382	2	1	1	1	0	1060	1	4	0	40	40	0	0	100
