type	block	sequ.	trial	time	Pos.	Color	Button	NumRsp	Resp_1	RT_1	R_Code	Resp_2	RT_2	Trigg.	n_hit	n_inc	n_miss	score_%

random	1	1	1	2207	6	1	1	1	0	719	1	4	0	8	1	0	0	100
random	1	1	2	3586	4	4	4	1	0	717	1	4	0	32	2	0	0	100
random	1	1	3	4748	2	2	2	1	0	963	1	4	0	16	3	0	0	100
random	1	1	4	6592	3	3	3	1	0	670	1	4	0	24	4	0	0	100
random	1	1	5	8124	5	2	2	1	0	757	1	4	0	16	5	0	0	100
random	1	1	6	9906	1	4	4	1	0	738	1	4	0	32	6	0	0	100
random	1	1	7	11232	6	1	1	1	0	785	1	4	0	8	7	0	0	100
random	1	1	8	12351	2	3	3	2	0	1241	2	4	0	24	8	0	0	100
random	1	1	9	14059	4	2	2	1	0	753	1	4	0	16	9	0	0	100
random	1	1	10	15757	1	1	1	1	0	801	1	4	0	8	10	0	0	100
random	1	1	11	17201	5	4	4	1	0	644	1	4	0	32	11	0	0	100
random	1	1	12	18532	3	3	3	1	0	1220	1	4	0	24	12	0	0	100
random	1	1	13	20352	5	2	2	1	0	1358	1	4	0	16	13	0	0	100
random	1	1	14	22146	1	4	4	1	0	731	1	4	0	32	14	0	0	100
random	1	1	15	23881	3	1	1	1	0	681	1	4	0	8	15	0	0	100
random	1	1	16	25426	4	3	3	1	0	1080	1	4	0	24	16	0	0	100
random	1	1	17	27482	6	4	4	1	0	713	1	4	0	32	17	0	0	100
random	1	1	18	28735	2	1	1	1	0	604	1	4	0	8	18	0	0	100
random	1	1	19	30291	5	3	3	2	0	1514	2	4	0	24	19	0	0	100
random	1	1	20	32552	2	2	2	3	0	1802	2	4	0	16	20	0	0	100
random	1	1	21	34928	3	3	3	1	0	845	1	4	0	24	21	0	0	100
random	1	1	22	36561	6	1	1	1	0	704	1	4	0	8	22	0	0	100
random	1	1	23	38088	4	2	2	1	0	1000	1	4	0	16	23	0	0	100
random	1	1	24	39437	1	4	4	1	0	646	1	4	0	32	24	0	0	100
random	1	1	25	41355	4	3	0	1	2	0	3	4	0	24	24	0	1	96
random	1	1	26	44428	2	1	1	1	0	1363	1	4	0	8	25	0	1	96
random	1	1	27	46450	5	2	2	1	0	1093	1	4	0	16	26	0	1	96
random	1	1	28	47993	6	4	4	1	0	716	1	4	0	32	27	0	1	96
random	1	1	29	49683	1	3	3	1	0	853	1	4	0	24	28	0	1	97
random	1	1	30	51254	5	2	2	1	0	802	1	4	0	16	29	0	1	97
random	1	1	31	52909	2	1	1	1	0	676	1	4	0	8	30	0	1	97
random	1	1	32	54067	3	3	3	1	0	1122	1	4	0	24	31	0	1	97
random	1	1	33	55964	6	4	4	2	0	730	2	4	0	32	32	0	1	97
random	1	1	34	57131	4	2	2	1	0	961	1	4	0	16	33	0	1	97
random	1	1	35	58794	3	4	4	1	0	683	1	4	0	32	34	0	1	97
random	1	1	36	60291	1	1	1	1	0	795	1	4	0	8	35	0	1	97
random	1	1	37	61822	3	4	4	1	0	818	1	4	0	32	36	0	1	97
random	1	1	38	63647	5	3	3	2	0	1605	2	4	0	24	37	0	1	97
random	1	1	39	66211	6	1	1	1	0	889	1	4	0	8	38	0	1	97
random	1	1	40	67977	1	2	2	1	0	822	1	4	0	16	39	0	1	98
random	1	1	41	69633	2	3	3	1	0	1288	1	4	0	24	40	0	1	98
random	1	1	42	71514	4	4	4	1	0	792	1	4	0	32	41	0	1	98
random	1	1	43	73017	1	2	2	1	0	736	1	4	0	16	42	0	1	98
random	1	1	44	74584	6	3	3	1	0	709	1	4	0	24	43	0	1	98
random	1	1	45	76296	3	1	1	1	0	781	1	4	0	8	44	0	1	98
random	1	1	46	77527	4	4	4	1	0	801	1	4	0	32	45	0	1	98
random	1	1	47	79165	2	2	2	1	0	788	1	4	0	16	46	0	1	98
random	1	1	48	80920	5	1	1	1	0	865	1	4	0	8	47	0	1	98
random	1	1	49	82957	2	3	0	1	2	0	3	4	0	24	47	0	2	96
random	1	1	50	86140	3	1	1	1	0	908	1	4	0	8	48	0	2	96
random	1	1	51	87732	1	4	4	1	0	697	1	4	0	32	49	0	2	96
random	1	1	52	89251	5	3	3	1	0	1329	1	4	0	24	50	0	2	96
random	1	1	53	91002	3	2	2	1	0	663	1	4	0	16	51	0	2	96
random	1	1	54	92398	6	4	4	1	0	659	1	4	0	32	52	0	2	96
random	1	1	55	93362	4	2	2	1	0	1179	1	4	0	16	53	0	2	96
random	1	1	56	94901	1	1	1	1	0	785	1	4	0	8	54	0	2	96
random	1	1	57	96256	5	4	4	1	0	664	1	4	0	32	55	0	2	96
random	1	1	58	97598	2	1	1	1	0	727	1	4	0	8	56	0	2	97
random	1	1	59	98960	6	2	2	1	0	837	1	4	0	16	57	0	2	97
random	1	1	60	100101	4	3	3	1	0	829	1	4	0	24	58	0	2	97
random	1	1	61	101703	1	2	2	1	0	1073	1	4	0	16	59	0	2	97
random	1	1	62	103524	6	4	4	1	0	740	1	4	0	32	60	0	2	97
random	1	1	63	104699	4	1	1	2	0	1202	2	4	0	8	61	0	2	97
